,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies,Production_company_movies
2933,2000,118,50000000,44737059,50054511,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118880016,71518503,6,3
2934,1999,106,16000000,52894169,54294169,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54294169,159313561,9,1
2935,2004,103,1200000,56000369,103911669,14.406,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,103911669,1515047671,9,1
2936,2013,106,5000000,83586447,161919318,16.495,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,161919318,1515047671,9,5
2937,2013,118,30000000,10895295,18074539,16.495,1.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161919318,45158254,2,5
2938,2012,86,750000,4010957,4424699,16.197,2.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,161919318,1670400637,3,5
2939,2011,100,15000000,35061555,76176032,15.841,1.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161919318,76176032,2,5
2940,2012,93,65000000,44806783,50950296,16.197,2.2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161919318,50950296,1,5
2941,2018,143,160000000,335061807,1148161807,18.638,2.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1148161807,1515047671,9,1
2942,2010,103,1500000,54009150,97009150,15.599,2.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,97009150,1515047671,9,3
2943,2012,110,3000000,48086903,77712439,16.197,2.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,97009150,677718395,5,3
2944,2013,97,3500000,17418667,26421747,16.495,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,97009150,78309505,3,3
2945,2015,94,5000000,65206105,98450062,17.404,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,98450062,672806292,12,1
2946,2016,115,165000000,232641920,677718395,17.689,1.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2797800564,677718395,5,12
2947,2013,130,200000000,409013994,1214811252,16.495,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,1214811252,4,12
2948,2013,112,170000000,206362140,644783140,16.495,1.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2797800564,644783140,2,12
2949,2012,143,220000000,623357910,1518812988,16.197,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,1518812988,3,12
2950,2015,141,250000000,459005868,1402805868,17.404,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,1518812988,3,12
2951,2018,118,162000000,216648740,622674139,18.638,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797800564,622674139,6,12
2952,2016,147,250000000,408084349,1153296293,17.689,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,2797800564,6,12
2953,2018,149,321000000,678815482,2048359754,18.638,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,2797800564,6,12
2954,2019,181,356000000,858373000,2797800564,19.073,2.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2797800564,2797800564,6,12
2955,2018,134,200000000,700059566,1346913161,18.638,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,1346913161,3,12
2956,2014,121,170000000,333176600,772776600,16.912,2.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797800564,863756051,4,12
2957,2017,136,200000000,389813101,863756051,18.108,2.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797800564,863756051,4,12
2958,1991,140,38000000,34416893,34416893,9.355,-0.1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,34416893,205405498,13,1
2959,1993,140,33000000,5864949,5864949,9.952,2.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40903593,205405498,13,4
2960,1995,115,21000000,23440188,23440188,10.63,2.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40903593,23440188,2,4
2961,1993,113,25000000,40903593,40903593,9.952,2.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40903593,336567531,17,4
2962,1992,104,15500000,6742168,6742168,9.685,3.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40903593,6742168,1,4
2963,1995,192,44000000,13681765,13681765,10.63,2.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,366236538,205405498,13,6
2964,1995,128,90000000,100012499,366236538,10.63,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,366236538,366236538,7,6
2965,1994,128,40000000,24332324,24332324,10.352,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366236538,132440069,5,6
2966,1994,121,40000000,19726050,19726050,10.352,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,366236538,19726050,1,6
2967,1997,86,10000000,45779,59921,11.522,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366236538,3325651,2,6
2968,1997,103,45000000,2312463,2312463,11.522,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,366236538,2312463,1,6
2969,2012,131,45000000,47382068,82966152,16.197,2.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,82966152,205405498,13,1
2970,2016,134,40000000,21587519,37279439,17.689,1.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,37279439,205405498,13,1
2971,2019,96,29900000,18847824,21788746,19.073,2.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,161502194,147880543,7,4
2972,2014,89,50000000,47602194,161502194,16.912,2.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161502194,161502194,2,4
2973,2018,100,28000000,54730625,78130625,18.638,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161502194,78130625,1,4
2974,2018,86,7700000,14837422,43016528,18.638,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,161502194,43016528,1,4
2975,2010,117,30000000,48071303,96188903,15.599,2.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96188903,414351546,5,1
2976,2003,108,2500000,549666,579986,13.879,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9593903,255485178,11,2
2977,1997,110,10000000,9593903,9593903,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,9593903,28510652,4,2
2978,2000,89,42000,247406,283846,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283846,255485178,11,1
2979,2017,119,30000000,4211129,8484418,18.108,2.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54418872,255485178,11,7
2980,2014,106,3300000,13092000,48982041,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,54418872,446092357,3,7
2981,2015,103,16200000,27288872,54418872,17.404,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54418872,62695489,4,7
2982,2006,91,6000000,49034,156318,15.338,2.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54418872,156318,1,7
2983,2006,97,6000000,119452,161408,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54418872,161408,1,7
2984,2014,95,2000000,45431,615500,16.912,2.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,54418872,615500,1,7
2985,2014,117,8500000,32381217,38697217,16.912,2.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,54418872,38697217,2,7
2986,2013,117,4000000,373375,2431443,16.495,1.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23119442,255485178,11,11
2987,2014,97,4000000,143101,459636,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23119442,255485178,11,11
2988,2017,105,25000000,2455635,8381715,18.108,2.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,23119442,77716017,2,11
2989,2013,120,16000000,2025328,5867686,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23119442,127037114,7,11
2990,2016,115,20000000,12639297,23119442,17.689,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23119442,53676628,3,11
2991,2013,100,5000000,7192291,12666449,16.495,1.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23119442,131457147,7,11
2992,2014,106,6000000,3591299,5483299,16.912,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23119442,84918541,3,11
2993,2009,94,1000000,13500,13500,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23119442,13500,1,11
2994,2013,99,8500000,9747,3926386,16.495,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23119442,4811525,2,11
2995,2014,86,6000000,32251,408918,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23119442,408918,1,11
2996,2013,99,4000000,9221,9221,16.495,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23119442,1178831,3,11
2997,2015,107,28000000,7002261,8527658,17.404,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321752656,255485178,11,4
2998,2016,108,43000000,3740823,47309313,17.689,1.6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,321752656,1308467944,3,4
2999,2015,129,20000000,45055776,98275238,17.404,2.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321752656,98275238,3,4
3000,2018,130,23000000,85080171,321752656,18.638,2.9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321752656,321752656,1,4
3001,2018,106,10000000,159342015,255485178,18.638,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,255485178,255485178,11,13
3002,2019,100,9000000,28051045,64503067,19.073,2.3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,255485178,125479266,4,13
3003,2018,103,10000000,67745330,167885588,18.638,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,255485178,167885588,2,13
3004,2018,100,3500000,41411015,95330493,18.638,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,255485178,95330493,4,13
3005,2016,92,4000000,10753574,10898293,17.689,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,255485178,11084630,2,13
3006,2019,99,5000000,45373120,60582764,19.073,2.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,255485178,216639112,4,13
3007,2015,108,5000000,43787265,58980521,17.404,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,255485178,58980521,2,13
3008,2019,103,5000000,5215062,5288011,19.073,2.3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,255485178,5288011,2,13
3009,2016,98,5000000,6303560,6312033,17.689,1.6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255485178,6312033,1,13
3010,2015,88,10000000,18300124,78903124,17.404,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,255485178,78903124,2,13
3011,2015,83,3300000,25801570,38356892,17.404,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,255485178,38356892,1,13
3012,2016,91,2000000,2303792,2308355,17.689,1.6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,255485178,2308355,1,13
3013,2018,98,13000000,69488745,137056262,18.638,2.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,255485178,137056262,1,13
3014,2013,94,725000,205139,442313,16.495,1.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,442313,255485178,11,1
3015,2002,95,85000000,38082712,77885672,13.493,1.7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77885672,128402901,4,1
3016,1997,85,1500000,626057,626057,11.522,4.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5007898,187361754,10,2
3017,2001,84,13000000,5007898,5007898,13.262,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5007898,5007898,1,2
3018,2014,104,30000000,7791979,15391979,16.912,2.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,179265204,187361754,10,2
3019,2003,110,78000000,66465204,179265204,13.879,2.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179265204,179265204,2,2
3020,2003,97,20000000,110230332,160846332,13.879,2.9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,160846332,187361754,10,1
3021,2009,100,37500000,55250026,102223269,15.209,-2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,102223269,187361754,10,1
3022,2016,92,26000000,17782178,24079268,17.689,1.6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24079268,187361754,10,5
3023,2017,90,12000000,14301505,23468586,18.108,2.4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,24079268,257047661,3,5
3024,2017,91,22000000,6069605,7634022,18.108,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24079268,53854588,5,5
3025,2014,112,8000000,1411927,1828232,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24079268,1828232,1,5
3026,2015,95,5000000,3220371,3769214,17.404,2.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,24079268,3769214,2,5
3027,2013,93,18000000,3419967,7972967,16.495,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7972967,127233108,4,1
3028,2015,131,61000000,81697192,312296056,17.404,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,312296056,348319861,3,2
3029,2018,143,62000000,58032443,288175335,18.638,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,312296056,348319861,3,2
3030,2009,109,30000000,49200230,95714875,15.209,-2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,95714875,196710396,5,1
3031,2018,117,20000000,53548586,97644617,18.638,2.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,995064593,288383523,7,11
3032,2018,95,13000000,9369755,15636462,18.638,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,995064593,231411584,7,11
3033,2015,123,13000000,1646788,1767963,17.404,2.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,995064593,4802953,2,11
3034,2019,122,55000000,316964593,995064593,19.073,2.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,995064593,995064593,10,11
3035,2019,89,31000000,48791187,48791187,19.073,2.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,995064593,48791187,2,11
3036,2016,139,24000000,57682904,64414761,17.689,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,995064593,64414761,3,11
3037,2017,122,22000000,11962778,13025860,18.108,2.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,995064593,38697217,2,11
3038,2016,120,8500000,15861566,16779212,17.689,1.6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,995064593,16779212,1,11
3039,2019,102,38000000,12180032,15880032,19.073,2.3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,995064593,15880032,1,11
3040,2018,108,7000000,2005142,2584988,18.638,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995064593,2584988,2,11
3041,2018,117,40000000,33562069,75320680,18.638,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995064593,75320680,1,11
3042,2019,103,25000000,17875765,20975765,19.073,2.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20975765,288383523,7,1
3043,2019,95,6000000,28714231,57147559,19.073,2.3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,57147559,57147559,2,2
3044,2018,93,10000000,30569484,51738549,18.638,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,57147559,75511123,3,2
3045,1993,111,11000000,22549338,22549338,9.952,2.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22549338,542351353,9,2
3046,1996,134,5000000,588621,588621,11.031,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22549338,588621,1,2
3047,2000,93,13000000,299792,299792,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24716440,542351353,9,3
3048,2004,122,7000000,6605592,24716440,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,24716440,24716440,2,3
3049,2010,97,12000000,123570,6814789,15.599,2.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24716440,44664690,3,3
3050,2015,105,95000000,201151353,542351353,17.404,2.9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,542351353,542351353,9,2
3051,2016,96,19000000,38583626,85251425,17.689,1.6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,542351353,207039844,3,2
3052,2010,116,20000000,12134935,24145613,15.599,2.6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,54806823,710644566,5,4
3053,2010,101,20000000,39123589,54806823,15.599,2.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,54806823,146936910,3,4
3054,2008,91,8000000,12062558,16580250,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54806823,16580250,1,4
3055,2008,114,22000000,23530831,27664723,15.605,-0.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54806823,27664723,2,4
3056,2016,116,50000000,36261763,62788218,17.689,1.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62788218,1214811252,4,1
3057,1998,88,1000000,45724,45724,12.038,4.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45724,171171424,4,1
3058,2017,115,30000000,51687870,100121713,18.108,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100121713,785046920,3,1
3059,2019,137,200000000,173810100,758910100,19.073,2.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758910100,785046920,3,1
3060,2009,94,65000000,19551067,39886986,15.209,-2.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95608995,77112176,4,2
3061,2007,87,34000000,54149098,95608995,15.626,1.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95608995,95608995,2,2
3062,1992,87,45000000,28411210,70611210,9.685,3.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118243066,333011068,5,3
3063,1997,98,85000000,28598376,28598376,11.522,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118243066,201957688,9,3
3064,1993,89,15000000,53443066,118243066,9.952,2.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,118243066,118243066,2,3
3065,1997,119,110000000,125304276,333011068,11.522,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108561013,333011068,5,4
3066,2002,133,142000000,160942139,431971116,13.493,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108561013,431971116,6,4
3067,1995,130,60000000,106429941,352194034,10.63,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108561013,609447995,10,4
3068,2012,143,200000000,304360277,1108561013,16.197,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108561013,1108561013,7,4
3069,2008,125,40000000,1031872,7785975,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7785975,333011068,5,2
3070,2007,105,4000000,50715,1175579,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7785975,1175579,1,2
3071,1997,137,62000000,1071255,1071255,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1071255,266614059,4,1
3072,1996,101,22000000,1094668,1094668,11.031,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15250594,4096030,4,3
3073,1990,97,16000000,1372350,1372350,9.366,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,15250594,1372350,1,3
3074,2000,114,10000000,450594,15250594,13.130999999999998,4.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15250594,15250594,1,3
3075,1992,100,30000000,4096030,4096030,9.685,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4096030,4096030,4,1
3076,2002,103,12000000,181600,1440653,13.493,1.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9448644,4096030,4,3
3077,2004,88,20000000,9219388,9448644,14.406,3.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9448644,36450736,4,3
3078,2001,109,5250000,568762,595005,13.262,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9448644,595005,1,3
3079,1997,114,6000000,6330054,6330054,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20308772,6330054,6,3
3080,1998,108,20000000,20308772,20308772,12.038,4.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20308772,25477365,6,3
3081,1992,115,16000000,17957265,17957265,9.685,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20308772,261703979,2,3
3082,2002,105,7000000,2063196,2704951,13.493,1.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2704951,6330054,6,1
3083,2007,108,10000000,79698,546369,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,546369,6330054,6,1
3084,2013,99,250000,56825,270185,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,270185,6330054,6,1
3085,1990,106,12000000,7331647,7331647,9.366,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10555619,151119219,24,3
3086,1992,108,20000000,10555619,10555619,9.685,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10555619,151119219,24,3
3087,1991,85,14000000,2735731,2735731,9.355,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10555619,151119219,24,3
3088,1995,95,15000000,6468498,6468498,10.63,2.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10686841,151119219,24,4
3089,1997,96,20000000,10686841,10686841,11.522,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10686841,151119219,24,4
3090,1998,113,12000000,5078660,5078660,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10686841,151119219,24,4
3091,1999,95,29750000,4197015,4525794,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10686841,151119219,24,4
3092,2009,93,15000000,5306706,35097815,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35097815,151119219,24,6
3093,2008,99,7000000,2345941,2674090,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,35097815,28510652,4,6
3094,2003,112,15000000,2283914,6415017,13.879,2.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,35097815,87754044,9,6
3095,2010,87,3000000,4033574,4313085,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35097815,25288872,5,6
3096,2009,97,5000000,5010163,9760104,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,35097815,439048914,3,6
3097,2015,125,9600000,2541854,5383097,17.404,2.9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35097815,5383097,1,6
3098,2010,98,22000000,3248246,34423925,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,151119219,151119219,24,2
3099,2011,94,17000000,56817045,151119219,15.841,1.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,151119219,151119219,24,2
3100,2017,101,25000000,1404061,15889124,18.108,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78988148,151119219,24,4
3101,2016,137,9000000,47695371,78988148,17.689,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78988148,78988148,3,4
3102,2019,149,45000000,5332621,9732621,19.073,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78988148,9732621,2,4
3103,2018,120,25000000,7649973,16540848,18.638,2.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78988148,16540848,1,4
3104,2013,98,18000000,33405481,97505481,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97505481,151119219,24,4
