,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies,Production_company_movies
164,2011,81,25000000,30441326,34942188,15.841,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,255485178,11,187
165,2011,124,50000000,75624550,120081841,15.841,1.6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,273552592,6,187
166,2010,87,50000000,33644788,83761844,15.599,2.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,128402901,4,187
167,2011,94,55000000,68224452,187361754,15.841,1.6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,187361754,10,187
168,2010,107,40000000,52000688,127233108,15.599,2.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,127233108,4,187
169,2016,108,58000000,363070709,782612155,17.689,1.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,782612155,2,187
170,2015,100,120000000,56117548,167882881,17.404,2.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,167882881,2,187
171,2012,84,12000000,64575175,126636097,16.197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2789968301,167882881,2,187
172,2014,113,34000000,102427862,348319861,16.912,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2789968301,348319861,3,187
173,2014,109,40000000,83911193,196710396,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,196710396,5,187
174,2013,117,43000000,159582188,229930771,16.495,1.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,288383523,7,187
175,2015,120,65000000,110825712,235666219,17.404,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,288383523,7,187
176,2015,96,35000000,22467450,82347656,17.404,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2789968301,82347656,1,187
177,2014,89,7000000,15821461,36921560,16.912,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2789968301,57147559,2,187
178,2014,89,6500000,2756333,16861137,16.912,2.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2789968301,16861137,1,187
179,2016,98,33000000,46009673,77068246,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,77068246,1,187
180,2017,114,55000000,102826543,352789811,18.108,2.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2789968301,542351353,9,187
181,2017,140,150000000,146880162,490719763,18.108,2.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,710644566,5,187
182,2018,107,88000000,51024708,160542134,18.638,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,1214811252,4,187
183,2016,111,38000000,60323786,118102725,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,171171424,4,187
184,2018,119,110000000,324591735,785046920,18.638,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,785046920,3,187
185,2017,91,22000000,20738724,40140972,18.108,2.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,77112176,4,187
186,2019,113,200000000,65845974,252442974,19.073,2.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,252442974,1,187
187,2019,93,16000000,22370452,32390945,19.073,2.3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,32390945,2,187
188,1999,127,40000000,28912646,48350205,12.611,4.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,619021436,10,255
189,2003,90,28000000,52159536,90259536,13.879,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1131845802,619021436,10,255
190,2003,125,70000000,66809693,122919055,13.879,2.9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1131845802,1025467110,15,255
191,1995,110,68000000,35431113,35431113,10.63,2.7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,174999005,5,255
192,2002,112,48000000,96397334,197079546,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,369330363,10,255
193,2010,120,40000000,96962694,224920315,15.599,2.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,369330363,10,255
194,2011,158,90000000,102515793,232617430,15.841,1.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1131845802,369330363,10,255
195,2015,105,88000000,78747585,244874809,17.404,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,978087613,11,255
196,1992,107,16000000,48017402,48017402,9.685,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,56714147,5,255
197,2000,115,29000000,17200925,26385941,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1131845802,46905889,3,255
198,2000,165,110000000,113330342,215294342,13.130999999999998,4.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1131845802,817400891,13,255
199,2009,158,200000000,166112167,788550900,15.209,-2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,817400891,13,255
200,2011,130,30000000,4463292,15395087,15.841,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,817400891,13,255
201,2013,131,150000000,73103784,205366737,16.495,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,817400891,13,255
202,2000,103,43000000,37170488,62198945,13.130999999999998,4.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,443140005,7,255
203,2002,97,70000000,33561137,50732945,13.493,1.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,443140005,7,255
204,2011,103,110000000,142614158,563749323,15.841,1.6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,563749323,10,255
205,2013,105,105000000,71017784,347545360,16.495,1.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,563749323,10,255
206,1993,114,15000000,9285189,9285189,9.952,2.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,37666766,5,255
207,1997,109,20000000,29481428,29481428,11.522,4.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,368015934,8,255
208,2005,118,70000000,179495555,368015934,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,368015934,8,255
209,2010,110,40000000,67061228,136333522,15.599,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,368015934,8,255
210,2005,105,35000000,68915888,101866030,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,101866030,3,255
211,2011,107,135000000,77591831,373993951,15.841,1.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,1030314141,20,255
212,1993,101,14600000,70906973,70906973,9.952,2.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1131845802,176885658,7,255
213,1996,117,45000000,21075014,21075014,11.031,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1131845802,176885658,7,255
214,2009,97,60000000,43337279,62357900,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,176885658,7,255
215,2009,91,26000000,146336178,183293131,15.209,-2.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,183293131,7,255
216,2001,132,65000000,56569702,117487473,13.262,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,161626121,5,255
217,1996,96,47000000,60240295,102825796,11.031,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,188133322,6,255
218,1996,91,7000000,560069,560069,11.031,3.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,172936941,8,255
219,1992,81,7000,2040920,2040920,9.685,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,404852543,13,255
220,1995,104,7000000,25405445,25405445,10.63,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,404852543,13,255
221,2003,102,29000000,56359780,98769390,13.879,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,404852543,13,255
222,2003,117,80000000,116934650,207725639,13.879,2.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,207725639,2,255
223,2001,103,35000000,60400856,94728529,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,212874864,9,255
224,2009,106,100000000,65452312,150166126,15.209,-2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,250849789,12,255
225,1999,102,20000000,16943454,28451622,12.611,4.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,478207520,8,255
226,2013,100,130000000,60522097,243611982,16.495,1.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,672806292,12,255
227,2015,94,30000000,71038190,107588225,17.404,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,147880543,7,255
228,2015,103,58000000,80080379,158260952,17.404,2.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,431705346,3,255
229,2008,111,27000000,87341380,101624843,15.605,-0.1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,255485178,11,255
230,2000,122,60000000,32534850,47383689,13.130999999999998,4.1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,273552592,6,255
231,2015,105,37000000,21067116,26250020,17.404,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,273552592,6,255
232,2016,116,144000000,128350574,229147509,17.689,1.6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1131845802,288383523,7,255
233,2000,112,95000000,73209340,190213455,13.130999999999998,4.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1131845802,352927224,5,255
234,1993,115,35000000,18635620,18635620,9.952,2.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1131845802,153518974,8,255
235,1995,134,55000000,37600435,127600435,10.63,2.7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,505706694,3,255
236,1993,130,85000000,50016394,137298489,9.952,2.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,366236538,7,255
237,1990,101,22000000,39071603,39071603,9.366,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,185260553,8,255
238,1994,125,70000000,65002597,131002597,10.352,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1131845802,185260553,8,255
239,2004,104,27000000,33987757,115505027,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,185260553,8,255
240,1997,98,90000000,250690539,589390539,11.522,4.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,624026776,10,255
241,2002,88,140000000,193735288,445135288,13.493,1.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,624026776,10,255
242,2006,99,50000000,71726025,87528173,15.338,2.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,624026776,10,255
243,2012,106,225000000,179020854,624026776,16.197,2.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,624026776,10,255
244,1999,118,73000000,66518655,151493655,12.611,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1131845802,293503354,9,255
245,2010,100,110000000,118311368,293503354,15.599,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1131845802,293503354,9,255
246,2004,99,75000000,120908074,196482882,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,230685453,9,255
247,1995,96,45000000,35656131,35656131,10.63,2.7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1131845802,113579918,7,255
248,1991,112,6500000,57504069,57529070,9.355,-0.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,236350661,8,255
249,1993,109,14000000,27515786,27515786,9.952,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,236350661,8,255
250,2001,130,16000000,28734552,29381649,13.262,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,236350661,8,255
251,2005,101,60000000,26873932,71022693,14.913,3.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,431971116,6,255
252,2003,128,80000000,124728738,265328738,13.879,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,374111707,5,255
253,2006,136,85000000,63224849,205135175,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,374111707,5,255
254,2005,102,85000000,63313159,131426169,14.913,3.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1131845802,250821495,6,255
255,2009,118,40000000,94125426,129540499,15.209,-2.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,250821495,6,255
256,2011,92,20000000,100292856,216197492,15.841,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,962102237,6,255
257,2014,94,40000000,38543473,126069509,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,962102237,6,255
258,2017,119,90000000,404540171,962102237,18.108,2.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,962102237,6,255
259,2019,114,110000000,80001807,253890701,19.073,2.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,1236005118,10,255
260,2002,96,50000000,126293452,171269535,13.493,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,171269535,4,255
261,2001,157,107000000,58203105,87812729,13.262,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1131845802,217663246,8,255
262,2005,101,65000000,29258869,64321501,14.913,3.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,1655156910,9,255
263,2006,113,30000000,40660952,53653224,15.338,2.9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1131845802,586090727,11,255
264,1998,87,30000000,19204929,19204929,12.038,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,203567857,12,255
265,2014,132,55000000,101530738,192330738,16.912,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,203567857,12,255
266,2018,121,62000000,102084362,190400157,18.638,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,203567857,12,255
267,1993,139,34000000,32255440,32255440,9.952,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,392000694,13,255
268,2006,108,72500000,148213377,162966177,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1131845802,173649931,7,255
269,2008,98,65000000,100468793,128107642,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,173649931,7,255
270,2010,107,100000000,119219978,170432927,15.599,2.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,173649931,7,255
271,2011,116,70000000,83552429,211819354,15.841,1.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1131845802,485004754,5,255
272,2003,147,130000000,138608444,273339556,13.879,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,1123794079,13,255
273,2001,101,80000000,38345494,98376292,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,201957688,9,255
274,2012,116,70000000,36931089,57719093,16.197,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,242786137,7,255
275,1997,111,90000000,42868348,140807547,11.522,4.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,221303188,4,255
276,1999,108,30000000,4197729,4197729,12.611,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,25038417,6,255
277,1998,100,65000000,40002112,40002112,12.038,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1131845802,113493481,3,255
278,2007,114,110000000,115802596,228738393,15.626,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1131845802,228738393,4,255
279,1990,121,31000000,52096475,52096475,9.366,1.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,132440069,5,255
280,1992,128,40000000,107533928,132440069,9.685,3.5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,132440069,5,255
281,2001,132,48000000,30165536,35743308,13.262,1.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,132440069,5,255
282,1990,115,26000000,61489265,61489265,9.366,1.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1131845802,336567531,17,255
283,1999,123,40000000,36663315,96618699,12.611,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1131845802,336567531,17,255
284,1991,127,7000000,191125,191125,9.355,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,56255142,4,255
285,1991,103,8000000,18784957,18784957,9.355,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1131845802,18784957,3,255
286,1991,102,17000000,59489799,59489799,9.355,-0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,59489799,1,255
287,1991,132,30000000,74787599,74787599,9.355,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,74787599,2,255
288,1991,102,11000000,2807854,2807854,9.355,-0.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,2807854,1,255
289,1992,138,41000000,141340178,243240178,9.685,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,243240178,13,255
290,1992,101,20000000,9223441,9223441,9.685,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1131845802,24107867,3,255
291,1993,102,30000000,24107867,24107867,9.952,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1131845802,24107867,3,255
292,1992,119,42000000,19507345,19507345,9.685,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,100129872,7,255
293,1992,89,15000000,40227006,40227006,9.685,3.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,40227006,1,255
294,1992,114,35000000,4651977,4651977,9.685,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,4651977,1,255
295,1992,91,15000000,30524763,30524763,9.685,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1131845802,30524763,2,255
296,1993,128,40000000,102314823,176997168,9.952,2.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,497409852,7,255
297,1997,124,85000000,172956409,315156409,11.522,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,497409852,7,255
298,1993,94,15000000,22189039,22189039,9.952,2.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,22189039,2,255
299,1993,134,15000000,23237911,23237911,9.952,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,23237911,6,255
300,1994,92,30000000,7941977,7941977,10.352,4.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,28237190,5,255
301,1994,115,40000000,10424645,10424645,10.352,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,314178011,4,255
302,2004,131,80000000,42726869,55041367,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,314178011,4,255
303,2010,121,120000000,30212620,48668907,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,314178011,4,255
304,1994,115,18000000,50083616,50083616,10.352,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,50083616,1,255
305,1994,107,12000000,8914777,15876353,10.352,4.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,19745922,3,255
306,1994,118,20000000,15339030,15339030,10.352,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,609447995,10,255
307,2000,124,75000000,69243859,215663859,13.130999999999998,4.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,609447995,10,255
308,2006,144,150000000,167445960,609447995,15.338,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,609447995,10,255
309,2005,129,75000000,46464023,142400065,14.913,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,609447995,10,255
310,1995,114,22000000,50727965,110627965,10.63,2.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,110627965,6,255
311,1995,136,16000000,43182776,134582776,10.63,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,609016565,13,255
312,1995,106,20000000,21284514,21284514,10.63,2.7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,225933435,11,255
313,2000,136,43000000,51804714,80049764,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,225933435,11,255
314,2011,91,8000000,163265,2518012,15.841,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,225933435,11,255
315,1996,101,15000000,24819936,24819936,11.031,3.8,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1131845802,30666930,6,255
316,1996,107,22000000,25143818,25143818,11.031,3.8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,25143818,3,255
317,1996,120,2400000,5754249,5754249,11.031,3.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1131845802,184376254,16,255
318,1996,118,44000000,22754725,22754725,11.031,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,39100956,2,255
319,1996,135,5000000,12408986,12408986,11.031,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1131845802,12408986,10,255
320,1996,101,25000000,14502483,14502483,11.031,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1131845802,14502483,1,255
321,1996,129,36000000,20300385,20300385,11.031,3.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,47434430,3,255
322,1997,101,20000000,14515490,14515490,11.522,4.4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,58055768,2,255
323,1997,106,36000000,12532777,12532777,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1131845802,173930596,4,255
324,1999,106,38000000,13898649,28121100,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,28121100,1,255
325,1999,120,45000000,4956401,4956401,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1131845802,4956401,1,255
326,1998,100,10000000,25605015,25605015,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,25605015,2,255
327,1999,92,25000000,4152230,4152230,12.611,4.8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1131845802,4152230,2,255
328,1999,97,10500000,38773785,76347426,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,76347426,3,255
329,2002,84,43000000,24718164,69319426,13.493,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,76347426,3,255
330,1999,100,16000000,11916661,18564088,12.611,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1131845802,18564088,1,255
331,1999,111,15000000,2005840,2005840,12.611,4.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,2005840,1,255
332,2002,121,139000000,407022860,825025036,13.493,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,890871626,11,255
333,2004,127,200000000,373585825,783766341,14.406,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,890871626,11,255
334,2007,139,258000000,336530303,890871626,15.626,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,890871626,11,255
335,2000,116,57000000,15540353,18133495,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1131845802,24444121,2,255
