,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies
1308,2017,135,68000000,24449754,55003890,18.108,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,177243185,7
1309,2002,125,30000000,65016287,105834556,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1120424614,177243185,7
1310,1996,106,3000000,285112,285112,11.031,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,285112,177243185,7
1311,2004,127,16000000,71503593,109706931,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,329398046,177243185,7
1312,2011,115,20000000,82584160,177243185,15.841,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,329398046,177243185,7
1313,1999,103,25000000,14902041,14902041,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25059640,177243185,7
1314,2013,115,12000000,17654912,27682872,16.495,1.8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171627166,177243185,7
1315,2011,154,195000000,352390543,1123794079,15.841,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,1123794079,13
1316,2013,129,26000000,49875291,86175291,16.495,1.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,1123794079,13
1317,2014,165,210000000,245439076,1104054072,16.912,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,1123794079,13
1318,2017,154,217000000,130168683,605425157,18.108,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,1123794079,13
1319,2016,144,50000000,52853219,69411370,17.689,1.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1123794079,1123794079,13
1320,1996,136,75000000,134069511,335062621,11.031,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,672806292,1123794079,13
1321,2003,147,130000000,138608444,273339556,13.879,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,1123794079,13
1322,1995,119,19000000,65807024,141407024,10.63,2.7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157920733,1123794079,13
1323,1998,151,140000000,201578182,553709788,12.038,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,553709788,1123794079,13
1324,2001,183,140000000,198542554,449220945,13.262,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,553709788,1123794079,13
1325,2005,136,126000000,35818913,162949164,14.913,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,923075336,1123794079,13
1326,2007,144,150000000,319246193,709709780,15.626,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,923075336,1123794079,13
1327,2009,150,200000000,402111870,836303693,15.209,-2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,923075336,1123794079,13
1328,2010,110,38000000,171243005,252276927,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1123794079,252276927,7
1329,2016,106,22000000,30498085,63647656,17.689,1.6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1670400637,252276927,7
1330,2004,104,35000000,39799191,76665191,14.406,3.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,553709788,252276927,7
1331,2008,96,37000000,60355347,163720069,15.605,-0.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,569651467,252276927,7
1332,2009,106,7000000,9228768,31430334,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,569651467,252276927,7
1333,2007,122,25000000,74283625,171627166,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,171627166,252276927,7
1334,2013,104,11000000,13235319,32960249,16.495,1.8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,134409025,252276927,7
1335,2011,108,25000000,70662220,149228077,15.841,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1123794079,201957688,9
1336,2001,101,80000000,38345494,98376292,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,201957688,9
1337,1994,109,60000000,36763355,108431355,10.352,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1670400637,201957688,9
1338,1993,110,28000000,63270710,63270710,9.952,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1341932398,201957688,9
1339,1990,111,15000000,91457688,201957688,9.366,1.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273961019,201957688,9
1340,1997,98,85000000,28598376,28598376,11.522,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118243066,201957688,9
1341,1998,98,70000000,74339294,164839294,12.038,4.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164839294,201957688,9
1342,2006,96,30000000,22530295,60984606,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,532950503,201957688,9
1343,2014,110,25000000,28842237,29462046,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,829746820,201957688,9
1344,2013,88,50000000,55703475,226349749,16.495,1.8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1123794079,226349749,1
1345,2017,116,69000000,58060186,177856751,18.108,2.4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,209838559,4
1346,2008,88,80000000,120146040,163733697,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1120424614,209838559,4
1347,2011,98,35000000,117538559,209838559,15.841,1.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120424614,209838559,4
1348,2013,111,35000000,134506920,173965010,16.495,1.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,173965010,209838559,4
1349,2015,96,50000000,150357137,242786137,17.404,2.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,242786137,7
1350,2017,100,69000000,104029443,180613180,18.108,2.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,242786137,7
1351,2012,116,70000000,36931089,57719093,16.197,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,242786137,7
1352,2014,108,42000000,54445357,107645357,16.912,2.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107645357,242786137,7
1353,2008,109,19000000,8402485,18755936,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,829746820,242786137,7
1354,2005,87,35000,47219,47219,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47219,242786137,7
1355,2018,118,48000000,67363237,120556201,18.638,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129190869,242786137,7
1356,2010,91,3000000,84752907,177512032,15.599,2.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1123794079,177512032,2
1357,2004,111,7500000,3854624,6715067,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,569651467,177512032,2
1358,2013,110,130000000,122523060,375740705,16.495,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,375740705,6
1359,2018,120,30000000,174532921,238532921,18.638,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1341932398,375740705,6
1360,2008,98,17500000,58017783,150988382,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,553709788,375740705,6
1361,2010,107,30000000,42400223,159291809,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,829746820,375740705,6
1362,2016,129,90000000,65075540,334897606,17.689,1.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829746820,375740705,6
1363,2015,118,5000000,2184640,2333684,17.404,2.9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,81705746,375740705,6
1364,2012,83,65000000,59650222,179379533,16.197,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,261572744,3
1365,2009,81,42000000,60054530,138805831,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,261572744,3
1366,2006,84,18000000,128505958,261572744,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261572744,261572744,3
1367,2012,86,14000000,9409538,11417362,16.197,2.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,11417362,1
1368,2012,95,40000000,37134215,41863726,16.197,2.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,317375031,5
1369,2006,104,12000000,65328121,114197742,15.338,2.9,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,553709788,317375031,5
1370,2009,108,40000000,163958031,317375031,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,553709788,317375031,5
1371,2015,87,35000000,34580201,51380201,17.404,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017003568,317375031,5
1372,2008,111,30000000,76808654,160259319,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609016565,317375031,5
1373,2015,93,15000000,3703046,16137046,17.404,2.9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1123794079,125479266,4
1374,2014,84,5000000,32462372,90894962,16.912,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1123794079,125479266,4
1375,2017,96,4800000,55683845,125479266,18.108,2.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1670400637,125479266,4
1376,2019,100,9000000,28051045,64503067,19.073,2.3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,255485178,125479266,4
1377,2011,83,5000000,104028807,207039844,15.841,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1123794079,207039844,3
1378,2012,88,5000000,53885000,142802657,16.197,2.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1123794079,207039844,3
1379,2016,96,19000000,38583626,85251425,17.689,1.6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,542351353,207039844,3
1380,2014,138,125000000,101200044,359200044,16.912,2.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,359200044,7
1381,2017,121,30000000,17800004,44516999,18.108,2.4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1123794079,359200044,7
1382,2006,97,35000000,10144010,15978422,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1341932398,359200044,7
1383,2010,108,13000000,106954678,329398046,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,329398046,359200044,7
1384,1998,84,60000,3221152,3221152,12.038,4.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3221152,359200044,7
1385,2000,102,4500000,3635482,7390108,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58401898,359200044,7
1386,2008,109,6000000,26238243,44703995,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44703995,359200044,7
1387,2019,121,40000000,96368160,195179299,19.073,2.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1123794079,195179299,2
1388,2015,106,23000000,15789389,46152800,17.404,2.9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690845539,195179299,2
1389,2015,93,14000000,12314651,13081651,17.404,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1123794079,64616723,4
1390,2006,93,23000000,36323505,38505009,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,64616723,4
1391,2010,101,36000000,50287556,64616723,15.599,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1017003568,64616723,4
1392,2014,100,12500000,48637684,49002684,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,64616723,4
1393,2016,122,185000000,158848340,343471816,17.689,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,788679850,8
1394,2006,104,85000000,62514415,158468292,15.338,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1670400637,788679850,8
1395,2009,107,85000000,155064265,360364265,15.209,-2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1670400637,788679850,8
1396,2011,130,125000000,209837675,626137675,15.841,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1670400637,788679850,8
1397,2013,130,160000000,238679850,788679850,16.495,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1670400637,788679850,8
1398,2006,108,26000000,17127992,17496992,15.338,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,553709788,788679850,8
1399,2002,101,250000,3802390,3809226,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3809226,788679850,8
1400,2007,84,500000,52868,53570,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53570,788679850,8
1401,2018,115,40000000,32732301,43070915,18.638,2.9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1123794079,43070915,1
1402,2016,112,135000000,82051601,245623848,17.689,1.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,245623848,2
1403,2014,91,13000000,38934842,45336704,16.912,2.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,226904017,245623848,2
1404,2018,85,19000000,5059608,5103663,18.638,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,5103663,1
1405,2018,90,17000000,188024361,340939361,18.638,2.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1123794079,340939361,2
1406,2016,88,3800000,1016985,1138609,17.689,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23198652,340939361,2
1407,2019,87,13500000,39014193,90510445,19.073,2.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1123794079,90510445,4
1408,2008,110,35000000,30691439,77488607,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,532950503,90510445,4
1409,2010,88,24000000,25003155,83188165,15.599,2.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,90510445,4
1410,2006,107,15000000,41778863,69623713,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,69623713,90510445,4
1411,1991,115,26000000,12454768,12454768,9.355,-0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,672806292,12454768,1
1412,1991,114,4000000,11276846,11276846,9.355,-0.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,11276846,1
1413,1991,91,16000000,4409328,4409328,9.355,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,672806292,4409328,1
1414,1992,99,18000000,21591728,21591728,9.685,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,672806292,221303188,4
1415,1997,111,90000000,42868348,140807547,11.522,4.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,221303188,4
1416,1990,127,22000000,86303188,221303188,9.366,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1341932398,221303188,4
1417,1993,141,45000000,100768056,195268056,9.952,2.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1341932398,221303188,4
1418,1992,110,11700000,88036683,88036683,9.685,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,672806292,242875078,7
1419,1994,111,45000000,46816343,94216343,10.352,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1670400637,242875078,7
1420,1990,99,7000000,12626043,12626043,9.366,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12626043,242875078,7
1421,2007,124,55000000,5758950,8382477,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1341932398,242875078,7
1422,2002,110,41000000,116750901,242875078,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,273961019,242875078,7
1423,1997,138,35000000,64616940,126216940,11.522,4.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,532950503,242875078,7
1424,2000,107,55000000,19393557,33426588,13.130999999999998,4.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33956608,242875078,7
1425,1992,110,18000000,12282994,12282994,9.685,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,672806292,25038417,6
1426,1993,107,12000000,22866222,22866222,9.952,2.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,672806292,25038417,6
1427,1999,108,30000000,4197729,4197729,12.611,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,25038417,6
1428,2007,117,18000000,7084227,25038417,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25038417,25038417,6
1429,1997,107,12000000,221193,221193,11.522,4.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221193,25038417,6
1430,2006,125,13000000,1173643,2636637,15.338,2.9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636637,25038417,6
1431,1993,113,14000000,8041049,8041049,9.952,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,672806292,8041049,1
1432,1993,180,35000000,4496583,4496583,9.952,2.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,152944660,7
1433,2004,152,40000000,75331600,123971376,14.406,3.8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1670400637,152944660,7
1434,1997,144,57000000,60944660,152944660,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1341932398,152944660,7
1435,2000,135,65000000,32598931,62761005,13.130999999999998,4.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,313500433,152944660,7
1436,2013,118,35000000,17616641,46216641,16.495,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46216641,152944660,7
1437,2010,117,25000000,137885,146149,15.599,2.6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146149,152944660,7
1438,2016,120,15000000,1659002,1659002,17.689,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3697729,152944660,7
1439,1993,130,25000000,56505065,56505065,9.952,2.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,56505065,1
1440,1994,107,17080000,21011318,21011318,10.352,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,672806292,21011318,2
1441,1996,93,20000000,18937262,18937262,11.031,3.8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22424195,21011318,2
1442,1995,113,10500000,26325256,26325256,10.63,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,26325256,7
1443,1992,98,7500000,13272113,13272113,9.685,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,26325256,7
1444,1997,107,11000000,14772788,14772788,11.522,4.4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14772788,26325256,7
1445,2005,103,2500000,349132,410602,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,410602,26325256,7
1446,2007,110,4000000,540382,550782,15.626,1.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,550782,26325256,7
1447,2008,110,5000000,4078607,4628553,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4628553,26325256,7
1448,2013,102,5000000,40400,40400,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40400,26325256,7
1449,1994,102,50000000,16487349,16487349,10.352,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,672806292,16853487,3
1450,1990,89,4000000,16853487,16853487,9.366,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16853487,16853487,3
1451,1993,94,8030000,3411885,3411885,9.952,2.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270248367,16853487,3
1452,1995,99,23000000,84919401,179519401,10.63,2.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,179519401,1
1453,1995,96,90000000,34693481,113493481,10.63,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,672806292,113493481,3
1454,1998,100,65000000,40002112,40002112,12.038,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1131845802,113493481,3
1455,2005,118,10000000,4283255,27610873,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,27610873,113493481,3
1456,1995,143,23000000,82569971,106269971,10.63,2.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,672806292,320689294,8
1457,2001,105,57000000,17008282,19334145,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1341932398,320689294,8
1458,1993,105,30000000,53898845,53898845,9.952,2.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332539889,320689294,8
1459,1996,103,75000000,136189294,320689294,11.031,3.8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332539889,320689294,8
1460,1992,100,10000000,50752337,50752337,9.685,3.5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50752337,320689294,8
1461,1998,114,60000000,12069719,12069719,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,164839294,320689294,8
1462,2002,103,40000000,14448589,16872671,13.493,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,532950503,320689294,8
1463,2005,100,40000000,19699706,21577624,14.913,3.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277448382,320689294,8
1464,1995,108,22000000,12096881,12096881,10.63,2.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,12096881,1
1465,1995,103,17000000,81057016,182057016,10.63,2.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,672806292,530243742,11
1466,1992,84,6500000,29000301,29000301,9.685,3.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,553709788,530243742,11
1467,1996,123,32000000,104636382,152036382,11.031,3.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,553709788,530243742,11
1468,1993,98,14000000,68856263,154856263,9.952,2.8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1332539889,530243742,11
1469,2004,131,100000000,173008894,347512318,14.406,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1332539889,530243742,11
1470,2007,124,130000000,219964115,457364600,15.626,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1332539889,530243742,11
1471,2010,109,150000000,63150991,215283742,15.599,2.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1332539889,530243742,11
1472,1999,126,80000000,34105207,34105207,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,484592874,530243742,11
1473,2000,104,65000000,69691949,110317580,13.130999999999998,4.1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,110317580,530243742,11
1474,2013,105,28000000,63914167,134409025,16.495,1.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134409025,530243742,11
1475,2018,113,130000000,145443742,530243742,18.638,2.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,530243742,530243742,11
1476,1996,81,18000000,26960191,26960191,11.031,3.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,26960191,1
1477,1997,105,25000000,26570463,26570463,11.522,4.4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,672806292,26570463,1
1478,1997,107,15000000,28084357,28084357,11.522,4.4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,28084357,2
1479,2004,88,50000000,6489476,6801716,14.406,3.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6801716,28084357,2
1480,1997,106,8000000,589304,589304,11.522,4.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,672806292,589304,1
1481,1998,114,30000000,18253415,18253415,12.038,4.5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,672806292,228738393,4
1482,2007,114,110000000,115802596,228738393,15.626,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1131845802,228738393,4
1483,2010,91,55000000,32680633,43042835,15.599,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,553709788,228738393,4
