,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies
2195,2003,88,40000000,28082366,160466000,13.879,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,160466000,3
2196,2001,105,30000000,11328094,18195610,13.262,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1017003568,160466000,3
2197,1998,99,6000000,11841544,11841544,12.038,4.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11841544,160466000,3
2198,2002,101,30000000,41385278,130549455,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,130549455,2
2199,2001,87,49000000,64186502,71186502,13.262,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,161459297,130549455,2
2200,2002,86,25000000,39089928,41604473,13.493,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,140552359,7
2201,2008,114,35000000,42436517,43650785,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,140552359,7
2202,2013,123,17000000,70525195,72835710,16.495,1.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,140552359,7
2203,1999,120,9000000,34102780,34573780,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,34573780,140552359,7
2204,2016,111,20000000,54030051,55030051,17.689,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55030051,140552359,7
2205,2017,122,19000000,115171585,140552359,18.108,2.4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,371985018,140552359,7
2206,2018,111,29000000,77339130,103105878,18.638,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103105878,140552359,7
2207,2002,94,11000000,3095506,24128852,13.493,1.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1670400637,24128852,3
2208,1995,94,150000,472370,472370,10.63,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472370,24128852,3
2209,1998,84,13000000,8064972,8165984,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8165984,24128852,3
2210,2004,119,105000000,57761012,115772733,14.406,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1670400637,115772733,6
2211,1996,115,25000000,14063331,14063331,11.031,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14063331,115772733,6
2212,2000,109,23000000,39240659,53187659,13.130999999999998,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,363944522,115772733,6
2213,2002,105,40000000,605562,2622015,13.493,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278019771,115772733,6
2214,2009,98,14000000,15515460,22869853,15.209,-2.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22869853,115772733,6
2215,2013,119,38000000,42025135,98337295,16.495,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98337295,115772733,6
2216,2003,82,109000000,101149285,133960541,13.879,2.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,133960541,1
2217,2003,135,40000000,59696144,244931766,13.879,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,244931766,1
2218,2003,113,100000000,48462608,121975011,13.879,2.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1670400637,299288605,2
2219,1997,105,38000000,127120029,299288605,11.522,4.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,314178011,299288605,2
2220,2004,108,40000000,40226215,261703979,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,261703979,2
2221,1992,115,16000000,17957265,17957265,9.685,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20308772,261703979,2
2222,2003,94,18000000,30308417,62228395,13.879,2.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1670400637,62228395,3
2223,2014,106,5000000,17390770,17534314,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17534314,62228395,3
2224,2016,96,5000000,9669521,10414738,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10414738,62228395,3
2225,2003,96,55000000,104565114,230990229,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,230990229,3
2226,2005,95,45000000,52842724,56070433,14.913,3.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,230990229,3
2227,2001,93,20000000,31178740,31283740,13.262,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33351557,230990229,3
2228,2003,140,87000000,120277854,148336445,13.879,2.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1670400637,694394724,5
2229,2018,110,70000000,140218711,297718711,18.638,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,694394724,5
2230,1998,124,60000000,40584421,49805462,12.038,4.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1120424614,694394724,5
2231,2012,142,78000000,408010692,694394724,16.197,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,694394724,694394724,5
2232,2016,139,50000000,20810036,25035950,17.689,1.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37461274,694394724,5
2233,2006,167,90000000,59952835,100266865,15.338,2.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1670400637,100266865,2
2234,1993,121,22000000,17287898,17287898,9.952,2.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17287898,100266865,2
2235,2004,98,31000000,17001133,41512007,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1670400637,82751189,3
2236,2006,105,50000000,48751189,82751189,15.338,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1341932398,82751189,3
2237,2014,88,6000000,1020921,3679847,16.912,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3679847,82751189,3
2238,2015,124,150000000,652270625,1670400637,17.404,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1670400637,1670400637,3
2239,2012,86,750000,4010957,4424699,16.197,2.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,161919318,1670400637,3
2240,2017,105,10000000,4504974,4596705,18.108,2.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4596705,1670400637,3
2241,2004,108,75000000,176241941,288702062,14.406,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1670400637,442824138,6
2242,2007,115,110000000,227471070,442824138,15.626,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1670400637,442824138,6
2243,2006,111,15000000,31483450,76286096,15.338,2.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1670400637,442824138,6
2244,2010,115,100000000,35053660,154711438,15.599,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1670400637,442824138,6
2245,2016,123,120000000,162434410,415484914,17.689,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1670400637,442824138,6
2246,2013,134,55000000,107100855,218791811,16.495,1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218791811,442824138,6
2247,2005,101,10000000,56386759,91196419,14.913,3.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1670400637,91196419,2
2248,2006,93,40000000,677646,23937870,15.338,2.9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23937870,91196419,2
2249,2005,119,39000000,25514517,38869464,14.913,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1670400637,1518812988,3
2250,2012,143,220000000,623357910,1518812988,16.197,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,1518812988,3
2251,2015,141,250000000,459005868,1402805868,17.404,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,1518812988,3
2252,2005,100,10000000,16535005,19770475,14.913,3.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,70067909,2
2253,2004,95,19000000,51438175,70067909,14.406,3.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1341932398,70067909,2
2254,2004,109,26000000,45806659,61315215,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,310650585,6
2255,2009,109,40000000,13869515,39232113,15.209,-2.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1670400637,310650585,6
2256,2006,107,17000000,7191830,16458459,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1670400637,310650585,6
2257,2010,98,100000000,148438600,310650585,15.599,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,310650585,6
2258,2013,107,13000000,18007317,18637201,16.495,1.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,569651467,310650585,6
2259,2015,79,600000,6980524,7087452,17.404,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7087452,310650585,6
2260,2005,134,45000000,19398532,38058335,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1670400637,38058335,1
2261,2005,97,25000000,47144110,121500821,14.913,3.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1670400637,121500821,5
2262,2009,99,21000000,9208876,16443609,15.209,-2.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306776732,121500821,5
2263,1998,91,3000000,24792251,55257450,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55257450,121500821,5
2264,2016,94,18000000,59689605,88923251,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,368744044,121500821,5
2265,2012,110,40000000,41152203,84384002,16.197,2.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,694394724,121500821,5
2266,2005,104,43000000,47907715,91974818,14.913,3.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1670400637,91974818,4
2267,1995,107,20000000,7563728,7563728,10.63,2.7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185260553,91974818,4
2268,2008,106,60000000,17303424,62450361,15.605,-0.1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1120424614,91974818,4
2269,2001,120,68000000,50338485,65001485,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,65001485,91974818,4
2270,2006,145,17000000,275380,374743,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1670400637,33334176,3
2271,2009,115,30000000,15051977,33334176,15.209,-2.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1341932398,33334176,3
2272,2001,113,6000000,1478493,4269636,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4269636,33334176,3
2273,2005,116,26000000,109449237,177378645,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,219076518,5
2274,2007,129,30000000,148768917,219076518,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,219076518,5
2275,2009,146,75000000,51855045,71585235,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,219076518,5
2276,2015,125,35000000,110212700,140795793,17.404,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,219076518,5
2277,2012,134,35000000,67544505,88058786,16.197,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88058786,219076518,5
2278,2008,120,85000000,75986503,160388063,15.605,-0.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1670400637,411002906,7
2279,2013,131,190000000,101802906,411002906,16.495,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1341932398,411002906,7
2280,2002,117,54000000,82348319,155010032,13.493,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1120424614,411002906,7
2281,1997,105,30000000,25480490,25480490,11.522,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,278019771,411002906,7
2282,2004,122,66000000,59623958,99378985,14.406,3.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,277448382,411002906,7
2283,2015,119,55000000,31090320,74679822,17.404,2.9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,74679822,411002906,7
2284,2017,123,19400000,63859435,195243464,18.108,2.4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,195243464,411002906,7
2285,2005,122,35000000,22991379,30526509,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1670400637,346118277,8
2286,2004,103,45000000,32682342,65470529,14.406,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1341932398,346118277,8
2287,2002,103,18000000,764554,1073198,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,313500433,346118277,8
2288,2007,105,20000000,80209692,117760134,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,923075336,346118277,8
2289,2008,118,80000000,101440743,178066569,15.605,-0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,923075336,346118277,8
2290,2011,111,60000000,55100437,149878437,15.841,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,923075336,346118277,8
2291,2017,107,85000000,44898413,346118277,18.108,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,346118277,346118277,8
2292,2016,85,15000000,2423468,5745040,17.689,1.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5745040,346118277,8
2293,2005,125,72000000,62658220,96889998,14.913,3.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,1108561013,7
2294,2012,143,200000000,304360277,1108561013,16.197,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108561013,1108561013,7
2295,1999,122,15000000,130096601,356296601,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,923075336,1108561013,7
2296,2002,117,80000000,104454762,181001478,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,923075336,1108561013,7
2297,2008,119,35000000,22911480,75226021,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,923075336,1108561013,7
2298,2009,98,17000000,9451946,14899417,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,569651467,1108561013,7
2299,2015,148,245000000,200074609,880674609,17.404,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,880674609,1108561013,7
2300,2005,93,15000000,20700082,46770602,14.913,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1670400637,46770602,4
2301,1993,122,15000000,10611160,10611160,9.952,2.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,191502426,46770602,4
2302,2007,95,2000000,958961,5540941,15.626,1.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5540941,46770602,4
2303,2009,90,4000000,101740,386078,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,386078,46770602,4
2304,2008,93,60000000,50877145,86947965,15.605,-0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,86947965,1
2305,2008,99,28000000,67294270,92380927,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,92380927,3
2306,2001,97,5000000,295206,295206,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,523025,92380927,3
2307,2007,96,5250000,769726,785528,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,785528,92380927,3
2308,2010,112,60000000,31524275,47664559,15.599,2.6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1670400637,226945087,3
2309,2013,109,20000000,26004851,46089287,16.495,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1670400637,226945087,3
2310,2017,113,34000000,107825862,226945087,18.108,2.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314178011,226945087,3
2311,2006,106,52000000,118703275,204963084,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,622674139,6
2312,2008,104,70000000,97690976,223241637,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1341932398,622674139,6
2313,2000,98,11000000,68379000,90449929,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,211989043,622674139,6
2314,2003,101,35000000,20305251,39468111,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,609016565,622674139,6
2315,2015,117,130000000,180202163,519311965,17.404,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519311965,622674139,6
2316,2018,118,162000000,216648740,622674139,18.638,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797800564,622674139,6
2317,2007,90,25000000,33302167,229736344,15.626,1.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,229736344,1
2318,2006,110,54000000,75628110,130431368,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,2797800564,6
2319,2002,86,12000000,336620,4172703,13.493,1.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4172703,2797800564,6
2320,2016,147,250000000,408084349,1153296293,17.689,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,2797800564,6
2321,2018,149,321000000,678815482,2048359754,18.638,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,2797800564,6
2322,2019,181,356000000,858373000,2797800564,19.073,2.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2797800564,2797800564,6
2323,2014,136,170000000,259766572,714421503,16.912,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,714421503,2797800564,6
2324,2008,85,15000000,12981269,13155091,15.605,-0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,13155091,1
2325,2006,115,20000000,37327390,41237648,15.338,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,214015089,13
2326,1994,128,55000000,83015089,214015089,10.352,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1341932398,214015089,13
2327,1998,134,80000000,37020277,37020277,12.038,4.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1341932398,214015089,13
2328,1991,136,30000000,49114016,49114016,9.355,-0.1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314178011,214015089,13
2329,2001,123,75000000,41575141,67631903,13.262,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1017003568,214015089,13
2330,1992,118,43000000,23278931,23278931,9.685,3.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64256513,214015089,13
2331,1994,112,30000000,3783003,3783003,10.352,4.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64256513,214015089,13
2332,1997,97,15000000,43061945,64256513,11.522,4.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64256513,214015089,13
2333,1996,147,44000000,53315285,165615285,11.031,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,165615285,214015089,13
2334,2004,99,40000000,13562325,14494036,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923075336,214015089,13
2335,2000,103,14000000,75228,75228,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75228,214015089,13
2336,2008,104,25000000,1090947,6759057,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16303643,214015089,13
2337,2015,106,15000000,3020664,3394174,17.404,2.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3394174,214015089,13
2338,2008,110,75000000,134508551,341432090,15.605,-0.1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1670400637,341432090,3
2339,2012,105,69000000,37519139,116471580,16.197,2.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,116471580,341432090,3
2340,2016,123,100000000,26410477,94061311,17.689,1.6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94061311,341432090,3
2341,2007,123,30000000,50927067,129266061,15.626,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1670400637,150847207,6
2342,2015,111,150000000,35088320,128388320,17.404,2.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,150847207,6
2343,2009,117,60000000,31720158,38332994,15.209,-2.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,923075336,150847207,6
2344,2005,129,28000000,38405088,120191768,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,569651467,150847207,6
2345,2011,111,30000000,40259119,63782078,15.841,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,569651467,150847207,6
2346,2017,125,30000000,56468410,150847207,18.108,2.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,371985018,150847207,6
2347,2013,96,130000000,33618855,78324220,16.495,1.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,297002527,6
2348,2005,98,55000000,89707299,223387299,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,553709788,297002527,6
2349,2009,107,39000000,63414846,101344412,15.209,-2.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1120424614,297002527,6
2350,2016,120,110000000,66184051,179246868,17.689,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1263521126,297002527,6
2351,2010,111,58000000,90380162,199006387,15.599,2.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829746820,297002527,6
2352,2015,119,110000000,130179072,297002527,17.404,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,829746820,297002527,6
2353,2008,108,52000000,144169664,609896805,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1670400637,609896805,1
2354,2008,111,30000000,63172463,105173115,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,270665134,5
2355,2012,124,30000000,28835528,53909751,16.197,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,270665134,5
2356,2010,109,40000000,60974475,91261479,15.599,2.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1670400637,270665134,5
2357,2016,92,35000000,55455765,108007109,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,270665134,5
2358,2014,97,18000000,150157400,270665134,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270665134,270665134,5
2359,2008,112,150000000,134806913,263427551,15.605,-0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1670400637,493214993,6
2360,2010,106,125000000,163214888,493214993,15.599,2.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1341932398,493214993,6
2361,2005,103,45000000,24537621,50871113,14.913,3.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,458863600,493214993,6
2362,2005,87,32000000,43095856,85167639,14.913,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,458863600,493214993,6
2363,2013,115,75000000,117723989,351723989,16.495,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,829746820,493214993,6
2364,2016,83,35000000,6874837,25182929,17.689,1.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25182929,493214993,6
2365,2014,92,70000000,56280355,217124280,16.912,2.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1670400637,217124280,1
2366,2011,108,30000000,23209310,108609310,15.841,1.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1670400637,108609310,1
2367,2009,109,18000000,22965110,36088028,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,36088028,1
2368,2010,111,32000000,13794835,18409891,15.599,2.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,18409891,1
2369,2008,119,20000000,4442377,4802953,15.605,-0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,4802953,2
