,Unnamed: 0,genres,imdb_id,production_companies,Title,year,GDP in Trilion $,GDP growth rate %,Duration,Country,Director,Budget,USA_gross_income,Worldwide_gross_income,DirectorGrossSum,ProductionCompSum,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751
112,112,"[28, 12, 18]",tt0117998,"[33, 56, 6194, 23370]",Twister,1996,11.030999999999999,3.8,113,USA,Jan de Bont,92000000,241721524,494471524,350448145.0,3292348157.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
113,113,"[28, 9648, 878, 53]",tt0115571,"[285, 12450, 12451]",The Arrival,1996,11.030999999999999,3.8,115,"USA, Mexico",David Twohy,25000000,14063331,14063331,1.0,1092904.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
114,114,"[12, 28]",tt0117331,"[4, 79, 7965]",The Phantom,1996,11.030999999999999,3.8,100,"Australia, USA",Simon Wincer,45000000,17323326,17323326,161133351.0,1150321487.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,115,"[18, 53, 80]",tt0117765,"[5, 97]",Striptease,1996,11.030999999999999,3.8,115,USA,Andrew Bergman,40000000,33109743,113309743,1.0,773796618.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
116,116,"[35, 18, 878]",tt0116669,"[70, 915, 2173]",Jack,1996,11.030999999999999,3.8,113,USA,Francis Ford Coppola,45000000,58620973,58620973,352628754.0,473270899.3333333,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
117,117,"[28, 12, 878]",tt0116629,"[306, 347]",Independence Day,1996,11.030999999999999,3.8,145,USA,Roland Emmerich,75000000,306169268,817400891,196567262.0,1990394983.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
118,118,"[18, 9648, 53]",tt0116277,"[559, 1236]",The Fan,1996,11.030999999999999,3.8,116,USA,Tony Scott,55000000,18626419,18626419,229178671.0,1070171144.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
119,119,"[18, 16, 10751]",tt0116583,[2],The Hunchback of Notre Dame,1996,11.030999999999999,3.8,91,USA,"Gary Trousdale, Kirk Wise",100000000,100138851,325338851,440118382.0,2710098224.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
120,120,"[35, 18, 53]",tt0115798,[441],The Cable Guy,1996,11.030999999999999,3.8,96,USA,Ben Stiller,47000000,60240295,102825796,33351557.0,1045316503.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
121,121,[35],tt0116778,"[2090, 8411]",Kingpin,1996,11.030999999999999,3.8,114,USA,"Bobby Farrelly, Peter Farrelly",27000000,25023434,25023434,1.0,165315908.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122,122,"[28, 18, 9648, 53]",tt0116213,"[824, 6194]",Eraser,1996,11.030999999999999,3.8,115,USA,Chuck Russell,100000000,101295562,242295562,351583407.0,2712208740.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
123,123,"[14, 35, 10749, 878]",tt0117218,"[23, 33]",The Nutty Professor,1996,11.030999999999999,3.8,95,USA,Tom Shadyac,54000000,128814019,273961019,107217396.0,2992437890.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
124,124,"[28, 12, 53]",tt0116040,"[33, 1302]",Daylight,1996,11.030999999999999,3.8,114,USA,Rob Cohen,80000000,33023469,159212469,63513743.0,2917830524.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
125,125,"[27, 35]",tt0116365,"[11, 33]",The Frighteners,1996,11.030999999999999,3.8,110,"New Zealand, USA",Peter Jackson,30000000,16759216,29359216,1.0,2622037072.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
126,126,"[18, 9648, 10749]",tt0116905,"[97, 441, 11948]",Lone Star,1996,11.030999999999999,3.8,135,USA,John Sayles,5000000,12408986,12408986,1.0,538092399.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
127,127,"[18, 14, 10749, 878]",tt0117333,[9195],Phenomenon,1996,11.030999999999999,3.8,123,USA,Jon Turteltaub,32000000,104636382,152036382,336913279.0,629501246.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
128,128,"[35, 10749]",tt0117628,[43],Shes the One,1996,11.030999999999999,3.8,96,USA,Edward Burns,3500000,9538948,9538948,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
129,129,"[80, 18, 53]",tt0117913,"[508, 6194]",A Time to Kill,1996,11.030999999999999,3.8,149,USA,Joel Schumacher,40000000,108766007,152266007,495086335.0,3041590188.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
130,130,"[28, 35, 53]",tt0116320,[8411],Fled,1996,11.030999999999999,3.8,98,USA,Kevin Hooks,25000000,17193231,17193231,44065653.0,330631816.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
132,132,[35],tt0116313,[258],The First Wives Club,1996,11.030999999999999,3.8,103,USA,Hugh Wilson,26000000,105489203,181489203,1.0,191502427.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,133,"[28, 53]",tt0117438,"[9195, 90663]",Ransom,1996,11.030999999999999,3.8,121,USA,Ron Howard,80000000,136492681,309492681,645390358.0,314750623.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
134,134,"[28, 18, 878, 53]",tt0115857,"[306, 2377, 20004]",Chain Reaction,1996,11.030999999999999,3.8,107,USA,Andrew Davis,50000000,21226204,60209334,528589069.0,1261407568.3333333,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
135,135,"[35, 10751, 14]",tt0117008,"[216, 559]",Matilda,1996,11.030999999999999,3.8,98,USA,Danny DeVito,36000000,33459416,33459416,1.0,1251487278.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
136,136,"[18, 35, 10749]",tt0116191,"[14, 1363, 1443]",Emma,1996,11.030999999999999,3.8,120,"UK, USA",Douglas McGrath,6000000,22231658,22231658,1.0,111061081.66666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
137,137,"[28, 14, 53]",tt0115986,[14],The Crow: City of Angels,1996,11.030999999999999,3.8,84,USA,Tim Pope,13000000,17917287,17917287,1.0,333183245.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
138,138,"[27, 35]",tt0117826,"[33, 69626, 69627]",Bordello of Blood,1996,11.030999999999999,3.8,87,USA,Gilbert Adler,13000000,5781045,5781045,1.0,1748024714.6666667,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
139,139,"[35, 18]",tt0117718,[97],The Spitfire Grill,1996,11.030999999999999,3.8,117,USA,Lee David Zlotoff,6000000,12658486,12658486,1.0,568960695.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
140,140,"[28, 12, 878, 53]",tt0116225,"[4, 11661]",Escape from L.A.,1996,11.030999999999999,3.8,101,USA,John Carpenter,50000000,25477365,25477365,23282582.0,1618874122.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
141,141,"[18, 36]",tt0115632,"[53009, 93380, 93381]",Basquiat,1996,11.030999999999999,3.8,107,USA,Julian Schnabel,3300000,3011195,3011195,1.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
142,142,"[35, 18, 10749]",tt0117918,"[508, 6194]",Tin Cup,1996,11.030999999999999,3.8,135,USA,Ron Shelton,45000000,53854588,53854588,1.0,3041590188.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
143,143,"[18, 35]",tt0116985,[2974],Manny & Lo,1996,11.030999999999999,3.8,88,USA,Lisa Krueger,500000,502313,502313,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
144,144,"[80, 18, 10749, 53]",tt0115736,"[10308, 10355]",Bound,1996,11.030999999999999,3.8,109,USA,"Lana Wachowski, Lilly Wachowski",4500000,3802260,3802260,1.0,15151536.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
145,145,"[14, 27, 878]",tt0116654,[12],The Island of Dr. Moreau,1996,11.030999999999999,3.8,96,USA,"John Frankenheimer, Richard Stanley",40000000,27663982,49627779,1.0,1635407746.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
146,146,"[28, 12, 35, 53]",tt0115783,[33],Bulletproof,1996,11.030999999999999,3.8,84,USA,Ernest R. Dickerson,25000000,21576954,22611954,27874136.0,5244074144.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
147,147,"[28, 12, 53]",tt0117011,[5],Maximum Risk,1996,11.030999999999999,3.8,101,USA,Ringo Lam,25000000,14502483,14502483,1.0,978632542.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
148,148,"[18, 53]",tt0117039,"[360, 6194]",Michael Collins,1996,11.030999999999999,3.8,133,"UK, Ireland, USA",Neil Jordan,25000000,11092559,11135803,223664608.0,2758866227.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
149,149,"[28, 80, 18, 53]",tt0116830,"[12, 656]",Last Man Standing,1996,11.030999999999999,3.8,101,USA,Walter Hill,67000000,18115927,47267001,18635620.0,817703873.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
150,150,"[18, 28, 80]",tt0117603,[12],Set It Off,1996,11.030999999999999,3.8,123,USA,F. Gary Gray,9000000,36461139,41590886,28215918.0,1635407746.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
151,151,"[35, 80, 53]",tt0115994,[44774],Curdled,1996,11.030999999999999,3.8,88,USA,Reb Braddock,2300000,49620,49620,1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
152,152,"[18, 53]",tt0116259,"[5, 97, 10153]",Extreme Measures,1996,11.030999999999999,3.8,118,"USA, Canada",Michael Apted,38000000,17380126,17380126,106683817.0,515864412.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
153,153,"[80, 18]",tt0115862,"[23, 33, 1302]",The Chamber,1996,11.030999999999999,3.8,113,USA,James Foley,50000000,14551359,22540359,10725228.0,2192154228.3333335,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
154,154,"[18, 10749]",tt0117791,[20740],Surviving Picasso,1996,11.030999999999999,3.8,125,USA,James Ivory,16000000,2021348,2021348,25711579.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
155,155,"[80, 28, 9648, 53]",tt0116908,"[12, 2980, 21920]",The Long Kiss Goodnight,1996,11.030999999999999,3.8,121,USA,Renny Harlin,65000000,33447612,89456761,265017533.0,545135915.3333334,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
156,156,[12],tt0116409,"[457, 6033]",The Ghost and the Darkness,1996,11.030999999999999,3.8,110,"Germany, USA",Stephen Hopkins,55000000,38619405,38619405,57120318.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,[18],tt0116404,"[5, 4319]",Get on the Bus,1996,11.030999999999999,3.8,120,USA,Spike Lee,2400000,5754249,5754249,105124110.0,547797290.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,158,"[18, 10749]",tt0117509,"[240, 306]",Romeo + Juliet,1996,11.030999999999999,3.8,120,"USA, Mexico",Baz Luhrmann,14500000,46351345,151841661,1.0,1892111352.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
159,159,"[35, 10749]",tt0117802,"[14, 2833, 8824]",Swingers,1996,11.030999999999999,3.8,96,USA,Doug Liman,200000,4555020,4555020,1.0,111061081.66666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
160,160,"[80, 18, 53]",tt0117665,"[278, 6194, 11407]",Sleepers,1996,11.030999999999999,3.8,147,USA,Barry Levinson,44000000,53315285,165615285,263129105.0,1842792372.6666667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
161,161,"[80, 18]",tt0116378,[3989],The Funeral,1996,11.030999999999999,3.8,99,USA,Abel Ferrara,12500000,1227324,1227324,2467784.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
162,162,[18],tt0117318,[34],The People vs. Larry Flynt,1996,11.030999999999999,3.8,129,USA,Milos Forman,36000000,20300385,20300385,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,163,[27],tt0115610,[10210],Bad Moon,1996,11.030999999999999,3.8,80,"USA, Canada",Eric Red,7000000,1055525,1060264,1.0,825410716.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,164,"[18, 10749, 10752]",tt0116209,"[14, 12204]",The English Patient,1996,11.030999999999999,3.8,162,"USA, UK",Anthony Minghella,27000000,78676425,231976425,1.0,166591622.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
165,165,"[878, 28, 12, 53]",tt0117731,"[4, 76068]",Star Trek: First Contact,1996,11.030999999999999,3.8,111,USA,Jonathan Frakes,45000000,92027888,146027888,1.0,1618874122.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
166,166,[18],tt0117666,[14],Sling Blade,1996,11.030999999999999,3.8,135,USA,Billy Bob Thornton,1000000,24444121,24444121,1.0,333183245.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,167,"[10751, 35]",tt0116705,"[306, 436]",Jingle All the Way,1996,11.030999999999999,3.8,89,USA,Brian Levant,60000000,60592389,129832389,341631208.0,1892111352.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
168,168,"[14, 18, 35, 878, 10749, 10751]",tt0117372,[9195],The Preachers Wife,1996,11.030999999999999,3.8,123,USA,Penny Marshall,40000000,48102795,48102795,156772393.0,629501246.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
169,169,"[35, 10751]",tt0115433,"[2, 2173]",101 Dalmatians,1996,11.030999999999999,3.8,103,"USA, UK",Stephen Herek,75000000,136189294,320689294,104651182.0,1355049112.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
170,170,"[35, 14, 878]",tt0116996,[8601],Mars Attacks!,1996,11.030999999999999,3.8,106,USA,Tim Burton,70000000,37771017,101371017,358814515.0,88170975.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
171,171,"[18, 35]",tt0115906,"[14, 2833]",Citizen Ruth,1996,11.030999999999999,3.8,106,USA,Alexander Payne,3000000,285112,285112,1.0,166591622.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
172,172,"[35, 18, 10749]",tt0116695,"[18, 559]",Jerry Maguire,1996,11.030999999999999,3.8,139,USA,Cameron Crowe,50000000,153952592,273552592,1.0,1070171144.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
173,173,[18],tt0116999,"[14, 258, 11391]",Marvins Room,1996,11.030999999999999,3.8,98,USA,Jerry Zaks,23000000,12803305,12803305,1.0,235659213.33333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,174,"[80, 27, 9648]",tt0117571,"[979, 7405]",Scream,1996,11.030999999999999,3.8,111,USA,Wes Craven,14000000,103046663,173046663,39473477.0,11548432.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
175,175,"[36, 18, 10402]",tt0116250,"[915, 1504]",Evita,1996,11.030999999999999,3.8,135,USA,Alan Parker,55000000,50047179,141047179,1.0,821452352.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
176,176,"[18, 36, 10749]",tt0116743,"[6235, 6236]",Kama Sutra: A Tale of Love,1996,11.030999999999999,3.8,117,"USA, India, UK, Japan, Germany",Mira Nair,3000000,4109095,4109095,2832826.0,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
177,177,"[18, 53]",tt0119256,"[2321, 7250, 11661]",Sydney,1996,11.030999999999999,3.8,102,USA,Paul Thomas Anderson,3000000,222559,222559,1.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
178,178,"[35, 10749]",tt0103859,[4],Boomerang,1992,9.685,3.5,117,USA,Reginald Hudlin,42000000,70052444,131052444,1.0,537732148.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
179,179,"[53, 18, 10749]",tt0104779,"[8, 355, 441, 635, 5358, 8131]",Bitter Moon,1992,9.685,3.5,139,"France, UK, USA",Roman Polanski,5000000,1862805,1862805,1.0,97842836.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
180,180,"[16, 10751, 35, 12, 14, 10749]",tt0103639,[2],Aladdin,1992,9.685,3.5,90,USA,"Ron Clements, John Musker",28000000,217350219,504050219,1.0,549547060.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
181,181,"[27, 53, 878]",tt0104692,"[12, 5570]",The Lawnmower Man,1992,9.685,3.5,108,"UK, USA, Japan",Brett Leonard,10000000,32100816,32100816,1.0,146281319.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
182,182,"[80, 53]",tt0105236,"[285, 1632, 26198]",Reservoir Dogs,1992,9.685,3.5,99,USA,Quentin Tarantino,1200000,2832029,2859750,1.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
183,183,"[53, 9648]",tt0103772,"[559, 5358, 14723]",Basic Instinct,1992,9.685,3.5,127,"France, USA, UK",Paul Verhoeven,49000000,117727224,352927224,1.0,514591107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
184,184,"[80, 18, 9648]",tt0104348,"[12, 67780, 67781]",Glengarry Glen Ross,1992,9.685,3.5,100,USA,James Foley,12500000,10725228,10725228,1.0,97520879.33333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
185,185,[37],tt0105695,"[171, 6194]",Unforgiven,1992,9.685,3.5,130,USA,Clint Eastwood,14400000,101157447,159157447,21633874.0,406210568.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,186,"[878, 28, 27]",tt0103644,"[306, 19747]",AlienÄ‚â€šÄąâ€š,1992,9.685,3.5,114,USA,David Fincher,50000000,55473545,159814498,1.0,527825917.5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
187,187,"[10749, 27]",tt0103874,"[70, 441, 2019]",Dracula,1992,9.685,3.5,128,USA,Francis Ford Coppola,40000000,82522790,215862692,136766062.0,22057390.666666668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
188,188,"[18, 27, 53]",tt0103919,"[278, 559, 1382]",Candyman,1992,9.685,3.5,99,"USA, UK",Bernard Rose,6000000,25792310,25792310,1.0,149693198.66666666,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
189,189,"[28, 14]",tt0103776,"[1382, 6194]",Batman Returns,1992,9.685,3.5,126,"USA, UK",Tim Burton,80000000,162902340,266903053,86024005.0,402332798.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
190,190,"[28, 53]",tt0105690,"[508, 644, 5358, 6194]",Under Siege,1992,9.685,3.5,103,"France, USA",Andrew Davis,35000000,83563139,156563139,1.0,327918027.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
191,191,"[28, 12, 18, 36, 10749, 10752]",tt0104691,[10210],The Last of the Mohicans,1992,9.685,3.5,112,USA,Michael Mann,40000000,75505856,75505856,1.0,390493909.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
192,192,"[12, 28, 35, 53, 80]",tt0104714,"[1885, 6194]",Lethal Weapon 3,1992,9.685,3.5,118,USA,Richard Donner,35000000,144731527,321731527,1.0,462317792.5,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
193,193,"[12, 35, 10751, 878]",tt0104437,"[2, 8830]","Honey, I Blew Up the Kid",1992,9.685,3.5,89,USA,Randal Kleiser,40000000,58662452,58662452,34793160.0,306627444.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
194,194,"[35, 10751]",tt0104868,[5888],The Mighty Ducks,1992,9.685,3.5,100,USA,Stephen Herek,10000000,50752337,50752337,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
195,195,[18],tt0104257,[903],A Few Good Men,1992,9.685,3.5,138,USA,Rob Reiner,41000000,141340178,243240178,61276872.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,196,"[35, 18]",tt0105151,"[8, 251, 272, 4665]",The Player,1992,9.685,3.5,124,USA,Robert Altman,8000000,21706101,21706101,1.0,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
197,197,"[35, 18]",tt0104952,"[306, 89303, 89304]",My Cousin Vinny,1992,9.685,3.5,120,USA,Jonathan Lynn,11000000,52929168,64088552,1.0,351883945.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
198,198,[27],tt0105128,"[4, 3264]",Pet Sematary II,1992,9.685,3.5,100,USA,Mary Lambert,8000000,17092453,17092453,1.0,268866074.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,199,[27],tt0106557,"[4415, 7405, 15342]",Children of the Corn II: The Final Sacrifice,1992,9.685,3.5,92,USA,David Price,900000,6980986,6980986,1.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,200,"[35, 10751, 12, 80]",tt0104431,"[306, 477]",Home Alone 2: Lost in New York,1992,9.685,3.5,120,USA,Chris Columbus,18000000,173585516,365070556,476684675.0,768470219.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
201,201,"[18, 36]",tt0104797,"[182, 4319, 6194]",Malcolm X,1992,9.685,3.5,202,"USA, Japan",Spike Lee,33000000,48169910,48169910,43882682.0,282564871.6666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
202,202,"[10402, 35]",tt0105417,[9195],Sister Act,1992,9.685,3.5,100,USA,Emile Ardolino,31000000,139605150,231605150,1.0,112213192.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
203,203,[53],tt0104389,"[915, 10201, 12883]",The Hand That Rocks the Cradle,1992,9.685,3.5,110,USA,Curtis Hanson,11700000,88036683,88036683,1.0,5621365.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204,204,[18],tt0105323,"[33, 136]",Scent of a Woman,1992,9.685,3.5,156,USA,Martin Brest,31000000,63095253,134095253,1.0,406937731.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,205,"[10402, 35]",tt0105793,[4],Waynes World,1992,9.685,3.5,94,USA,Penelope Spheeris,20000000,121697323,183097323,1.0,537732148.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
206,206,[35],tt0104694,"[441, 1350]",A League of Their Own,1992,9.685,3.5,128,USA,Penny Marshall,40000000,107533928,132440069,1.0,33086086.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207,207,"[18, 28, 53, 80]",tt0105112,"[4, 2767]",Patriot Games,1992,9.685,3.5,117,USA,Phillip Noyce,45000000,83351587,178051587,1.0,268866074.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
208,208,"[53, 28, 18, 10402, 10749]",tt0103855,"[335, 6194, 13040]",The Bodyguard,1992,9.685,3.5,129,USA,Mick Jackson,25000000,122006740,411006740,1.0,404998703.3333333,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
209,209,"[14, 35]",tt0104070,[33],Death Becomes Her,1992,9.685,3.5,104,USA,Robert Zemeckis,55000000,58422650,149022650,1.0,813875462.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
210,210,"[12, 18, 10749, 37]",tt0104231,"[23, 33]",Far and Away,1992,9.685,3.5,140,USA,Ron Howard,60000000,58883840,137783840,152368585.0,525254527.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
211,211,"[18, 9648]",tt0105665,"[12, 105, 533]",Twin Peaks: Fire Walk with Me,1992,9.685,3.5,134,"France, USA",David Lynch,10000000,4160851,4183547,1.0,97520879.33333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
212,212,"[28, 35, 27]",tt0103893,"[306, 2516, 23236]",Buffy the Vampire Slayer,1992,9.685,3.5,86,USA,Fran Rubel Kuzui,7000000,16624456,16624456,1.0,351883945.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
213,213,"[80, 18]",tt0103759,[11264],Bad Lieutenant,1992,9.685,3.5,96,USA,Abel Ferrara,1000000,2000022,2038916,1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
214,214,[53],tt0105414,[5],Single White Female,1992,9.685,3.5,107,USA,Barbet Schroeder,16000000,48017402,48017402,1.0,315098263.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,215,"[18, 35]",tt0104928,"[5, 12, 97]",Mr. Saturday Night,1992,9.685,3.5,119,USA,Billy Crystal,43000000,13351357,13351357,1.0,282657187.6666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
216,216,"[80, 18, 9648]",tt0104549,[4],Jennifer Eight,1992,9.685,3.5,124,USA,Bruce Robinson,20000000,11390479,11390479,1.0,537732148.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
217,217,"[35, 14]",tt0105466,"[6194, 10210]",Stay Tuned,1992,9.685,3.5,88,USA,Peter Hyams,25000000,10736401,10736401,1.0,590640585.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,218,"[27, 53, 10752]",tt0104409,"[15342, 15343, 53458]",Hellraiser III: Hell on Earth,1992,9.685,3.5,97,USA,Anthony Hickox,5000000,12534961,12534961,1.0,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
219,219,"[28, 53]",tt0105219,[306],Rapid Fire,1992,9.685,3.5,95,USA,Dwight H. Little,10000000,14356479,14356479,57968936.0,1055651835.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
220,220,"[28, 12, 35, 10751]",tt0103924,"[8830, 9195]",Captain Ron,1992,9.685,3.5,90,USA,Thom Eberhardt,24000000,22518097,22518097,1.0,87960510.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
221,221,"[18, 53, 10749]",tt0106453,[8411],Body of Evidence,1992,9.685,3.5,99,"Germany, USA",Uli Edel,30000000,13273595,13273595,1.0,70044625.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
222,222,"[28, 18]",tt0105824,"[70, 559]",Wind,1992,9.685,3.5,126,"USA, Japan",Carroll Ballard,29000000,5519569,5519569,1.0,217600631.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
223,223,"[35, 14, 878]",tt0104850,"[508, 644, 5358, 6194, 67992]",Memoirs of an Invisible Man,1992,9.685,3.5,99,"USA, France",John Carpenter,40000000,14358033,14358033,1.0,262334421.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
