,Unnamed: 0,genres,imdb_id,production_companies,Title,year,GDP in Trilion $,GDP growth rate %,Duration,Country,Director,Budget,USA_gross_income,Worldwide_gross_income,DirectorGrossSum,ProductionCompSum,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751
2511,2511,"[12, 18]",tt0337692,"[70, 83, 346, 614, 5358, 8372, 9209, 9349, 10611, 11795, 12467, 21914, 79077]",On the Road,2012,16.197,2.2,124,"France, USA, UK, Mexico, Canada, Brazil, Germany, Netherlands, Argentina",Walter Salles,25000000,744296,8784318,68357079.0,275411218.38461536,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2512,2512,"[28, 12, 14]",tt0948470,"[5, 326, 7505]",The Amazing Spider-Man,2012,16.197,2.2,136,USA,Marc Webb,230000000,262030663,757930663,60722734.0,7245237694.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2513,2513,"[16, 35, 12, 10751]",tt1667889,"[9383, 11749]",Ice Age: Continental Drift,2012,16.197,2.2,88,USA,"Steve Martino, Mike Thurmeier",95000000,161321843,877244782,1.0,3078164460.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2514,2514,"[18, 14]",tt2125435,"[2291, 6714, 12219]",Beasts of the Southern Wild,2012,16.197,2.2,93,USA,Benh Zeitlin,1800000,12795746,21107746,1.0,1553494.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2515,2515,[18],tt1716777,"[27, 9195]",People Like Us,2012,16.197,2.2,114,USA,Alex Kurtzman,16000000,12434778,12558931,1.0,13130117025.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2516,2516,"[80, 18, 53]",tt1615065,"[4198, 7295, 11802]",Savages,2012,16.197,2.2,131,USA,Oliver Stone,45000000,47382068,82966152,905222769.0,3862797368.3333335,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2517,2517,[35],tt1298649,"[289, 290, 306, 444, 2575, 6332, 10893, 37336]",The Watch,2012,16.197,2.2,102,USA,Akiva Schaffer,68000000,35353000,68267862,1.0,6876072105.375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2518,2518,"[28, 878, 12, 53]",tt1386703,"[5, 333, 12676, 15357, 85921]",Total Recall,2012,16.197,2.2,118,"USA, Canada",Len Wiseman,125000000,58877969,198467168,590580722.0,4769675678.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2519,2519,"[28, 12, 53]",tt1074638,[5],Skyfall,2012,16.197,2.2,143,"UK, USA",Sam Mendes,200000000,304360277,1108561013,724313515.0,19498961623.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2520,2520,"[18, 35, 10749]",tt1535438,"[5, 771, 1423, 4220, 8411]",Hope Springs,2012,16.197,2.2,100,USA,David Frankel,30000000,63536011,114281051,589742572.0,5091209041.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2521,2521,"[10751, 16, 12, 35]",tt1623288,"[10146, 11537]",ParaNorman,2012,16.197,2.2,92,USA,"Chris Butler, Sam Fell",60000000,56003051,107139399,1.0,794241546.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2522,2522,"[35, 10751]",tt2023453,[711],Diary of a Wimpy Kid: Dog Days,2012,16.197,2.2,94,"USA, Canada",David Bowers,22000000,49008662,77112176,112304380.0,4389094653.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2523,2523,"[28, 35, 10749]",tt2097307,"[10424, 10425, 10426, 11448]",Hit and Run,2012,16.197,2.2,100,USA,"David Palmer, Dax Shepard",2000000,13749300,14453354,1.0,25034668.75,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2524,2524,"[80, 28, 53]",tt1547234,[1271],Premium Rush,2012,16.197,2.2,91,USA,David Koepp,35000000,20275446,31083599,114056085.0,92913172.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2525,2525,"[80, 18]",tt1212450,"[308, 6692, 12005, 13184, 13507, 14440, 15495, 47124]",Lawless,2012,16.197,2.2,116,USA,John Hillcoat,26000000,37400127,53676628,27635305.0,332445751.875,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2526,2526,"[27, 53, 35]",tt1714203,"[7405, 11761, 18524]",Piranha 3DD,2012,16.197,2.2,83,"USA, Japan",John Gulager,5000000,376512,8518634,1.0,1310504294.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2527,2527,"[27, 53]",tt1603257,"[11517, 11565, 12026]",ATM,2012,16.197,2.2,90,"USA, Canada",David Brooks,3000000,3010,921752,1.0,246907146.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2528,2528,"[27, 53]",tt0431021,"[768, 22637]",The Possession,2012,16.197,2.2,92,"USA, Canada",Ole Bornedal,14000000,49130154,85446075,1.0,273296992.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2529,2529,"[27, 53]",tt1433822,"[694, 1786, 6194, 37826]",The Apparition,2012,16.197,2.2,83,"USA, Germany",Todd Lincoln,17000000,4936819,9627492,1.0,10607272263.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2530,2530,"[35, 10749]",tt1920849,"[4740, 10290]",Bachelorette,2012,16.197,2.2,87,USA,Leslye Headland,3000000,447954,11947954,1.0,149588638.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2531,2531,"[18, 53]",tt1840417,"[5490, 12545]",The Words,2012,16.197,2.2,102,USA,"Brian Klugman, Lee Sternthal",6000000,11494838,13231461,1.0,123766736.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2532,2532,"[35, 10402, 10749]",tt1981677,[12365],Pitch Perfect,2012,16.197,2.2,112,USA,Jason Moore,17000000,65001093,115350426,1.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2533,2533,"[28, 53]",tt1366365,"[491, 1224, 8083, 8084, 8085, 23625]",The Cold Light of Day,2012,16.197,2.2,93,"USA, Spain",Mabrouk El Mechri,20000000,3763583,16863583,1.0,911525536.6666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2534,2534,"[28, 53, 878]",tt1276104,"[1205, 7263, 10289, 11092]",Looper,2012,16.197,2.2,113,"USA, China",Rian Johnson,30000000,66486205,176506819,9478343.0,102151308.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2535,2535,[35],tt1232200,"[5, 2608, 7295]",Thats My Boy,2012,16.197,2.2,116,USA,Sean Anders,70000000,36931089,57719093,18755936.0,11311622360.666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2536,2536,"[878, 35, 18, 80]",tt1990314,"[9118, 11341, 13466, 13467, 13468, 13469]",Robot & Frank,2012,16.197,2.2,89,USA,Jake Schreier,2500000,3325038,4806423,1.0,66708071.666666664,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2537,2537,"[28, 27, 878]",tt1855325,[342],Resident Evil: Retribution,2012,16.197,2.2,95,"Germany, Canada, USA, France, UK",Paul W.S. Anderson,65000000,42345531,240159255,947172987.0,868177028.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2538,2538,[18],tt1560747,"[178, 308, 13184]",The Master,2012,16.197,2.2,138,USA,Paul Thomas Anderson,32000000,16377274,28258060,192623150.0,685303482.3333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2539,2539,"[28, 878]",tt1343727,"[284, 6733, 7437, 46506, 46507]",Dredd,2012,16.197,2.2,95,"UK, South Africa, USA, India",Pete Travis,50000000,13414714,35626525,151161491.0,161862566.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2540,2540,"[18, 53]",tt1764183,"[1632, 2394, 11093, 12501, 14580, 24930, 24933, 24934]",Arbitrage,2012,16.197,2.2,107,"USA, Poland",Nicholas Jarecki,12000000,7919574,35485056,1.0,218995445.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2541,2541,"[80, 18, 53]",tt1855199,"[10405, 11448, 11449, 16312, 46961, 47169, 47354]",End of Watch,2012,16.197,2.2,109,USA,David Ayer,7000000,41003371,48126384,71542595.0,66125099.571428575,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2542,2542,"[18, 10749]",tt1659337,"[491, 2130]",The Perks of Being a Wallflower,2012,16.197,2.2,103,USA,Stephen Chbosky,13000000,17742948,33384127,1.0,2414037021.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2543,2543,"[18, 10402]",tt1876451,"[559, 11317, 11341, 11466]",Sparkle,2012,16.197,2.2,116,USA,Salim Akil,14000000,24397469,24637469,37710610.0,1551232346.75,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2544,2544,"[28, 80, 53]",tt1397280,"[306, 1115, 5358, 6877, 6896, 10611]",Taken 2,2012,16.197,2.2,92,"France, USA",Olivier Megaton,45000000,139854287,376141306,108979549.0,5477624471.166667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2545,2545,[53],tt1496422,"[695, 925, 6692, 10254]",The Paperboy,2012,16.197,2.2,107,USA,Lee Daniels,12500000,693286,1353868,63647833.0,292958088.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2546,2546,"[27, 53]",tt1582507,"[5855, 7295, 7493]",House at the End of the Street,2012,16.197,2.2,101,"Canada, USA",Mark Tonderai,10000000,31611916,44287131,1.0,3950706988.3333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2547,2547,"[16, 35, 10751]",tt1142977,[8601],Frankenweenie,2012,16.197,2.2,87,USA,Tim Burton,39000000,35291068,81491068,2804346866.0,2699326450.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2548,2548,"[27, 53, 9648]",tt1922777,"[2514, 3172, 7437, 7625, 23277]",Sinister,2012,16.197,2.2,110,"USA, UK",Scott Derrickson,3000000,48086903,77712439,377310327.0,158850822.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2549,2549,"[16, 35, 10751, 14]",tt0837562,"[5, 2251]",Hotel Transylvania,2012,16.197,2.2,91,USA,Genndy Tartakovsky,85000000,148313048,358375603,1.0,10396122788.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2550,2550,"[18, 53]",tt1024648,"[3281, 6194, 22695]",Argo,2012,16.197,2.2,120,"USA, UK",Ben Affleck,44500000,136025503,232325503,188638579.0,13708201411.666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2551,2551,"[35, 80]",tt1931533,"[2376, 5490, 7281, 9349]",Seven Psychopaths,2012,16.197,2.2,110,"UK, USA",Martin McDonagh,15000000,15024049,19422261,33394440.0,137399864.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2552,2552,[27],tt2109184,"[4, 3172, 6302, 21223]",Paranormal Activity 4,2012,16.197,2.2,88,USA,"Henry Joost, Ariel Schulman",5000000,53885000,142802657,207039844.0,7201852435.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2553,2553,"[28, 53, 80, 9648]",tt1712170,[491],Alex Cross,2012,16.197,2.2,101,"USA, France",Rob Cohen,35000000,25888412,34588412,1353911654.0,4828074042.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
2554,2554,"[18, 878]",tt1371111,"[450, 1972, 7829, 10947, 11080, 11082, 11083, 19621]",Cloud Atlas,2012,16.197,2.2,172,"Germany, USA, Hong Kong, Singapore, China","Tom Tykwer, Lana Wachowski",102000000,27108272,130482868,1.0,43527434.125,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2555,2555,"[53, 27, 9648]",tt0938330,"[342, 343]",Silent Hill: Revelation,2012,16.197,2.2,95,"Canada, France, USA",M.J. Bassett,20000000,17529157,52302796,1.0,434088514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2556,2556,"[80, 53]",tt1764234,"[81, 8532, 13184, 13648, 13649]",Killing Them Softly,2012,16.197,2.2,97,USA,Andrew Dominik,15000000,15026056,37930465,15001776.0,159049468.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2557,2557,"[18, 10749, 35]",tt1866249,"[1591, 13195]",The Sessions,2012,16.197,2.2,95,USA,Ben Lewin,1000000,6002451,9138338,1.0,5340138.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2558,2558,[18],tt2063781,[13369],Smashed,2012,16.197,2.2,81,USA,James Ponsoldt,500000,376597,499725,1.0,3852410.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2559,2559,"[10751, 16, 35, 12]",tt1772341,[6125],Wreck-It Ralph,2012,16.197,2.2,101,USA,Rich Moore,165000000,189422889,471222889,1.0,1867136299.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2560,2560,"[18, 35, 10749]",tt1045658,[308],Silver Linings Playbook,2012,16.197,2.2,122,USA,David O. Russell,21000000,132092958,236412453,251645343.0,1863509856.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2561,2561,[18],tt1907668,"[4, 11084, 11395]",Flight,2012,16.197,2.2,138,"USA, United Arab Emirates",Robert Zemeckis,31000000,93772375,161772375,2554527430.0,10181355039.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2562,2562,"[12, 18, 28]",tt0454876,"[289, 290, 444, 711, 10893, 13480]",Life of Pi,2012,16.197,2.2,127,"USA, Taiwan, UK, Canada",Ang Lee,120000000,124987023,609016565,566603857.0,4199047306.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2563,2563,[28],tt1258972,"[11112, 11113]",The Man with the Iron Fists,2012,16.197,2.2,95,"USA, Hong Kong",RZA,15000000,15634090,19721245,1.0,33869045.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2564,2564,"[28, 80, 18, 53]",tt1656186,"[831, 925, 10254]",Stolen,2012,16.197,2.2,96,USA,Simon West,35000000,304318,2106557,791518055.0,852849707.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2565,2565,"[36, 18]",tt0443272,"[7, 56, 306, 444, 862, 6735, 7294]",Lincoln,2012,16.197,2.2,150,"USA, India",Steven Spielberg,65000000,182207973,275293450,6024048889.0,7752704548.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2566,2566,"[12, 14, 18, 10749]",tt1673434,"[491, 5219, 12292]",The Twilight Saga: Breaking Dawn - Part 2,2012,16.197,2.2,115,USA,Bill Condon,120000000,292324737,829746820,873595164.0,3385545007.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2567,2567,"[10752, 28, 53, 878]",tt1234719,"[1836, 7263]",Red Dawn,2012,16.197,2.2,93,USA,Dan Bradley,65000000,44806783,50950296,1.0,314072372.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2568,2568,"[14, 16, 10751]",tt1446192,[521],Rise of the Guardians,2012,16.197,2.2,97,USA,Peter Ramsey,145000000,103412758,306941670,1.0,8859033156.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2569,2569,"[80, 18, 53]",tt1667310,"[694, 762, 846, 1030, 12199]",Deadfall,2012,16.197,2.2,95,"France, USA",Stefan Ruzowitzky,12000000,66351,1946254,121258.0,736231846.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2570,2570,"[10402, 18, 10749]",tt1800741,[491],Step Up Revolution,2012,16.197,2.2,99,USA,Scott Speer,33000000,35074677,140470746,1.0,4828074042.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2571,2571,"[12, 14, 28]",tt0903624,"[11, 12, 174, 8411]",The Hobbit: An Unexpected Journey,2012,16.197,2.2,169,"New Zealand, USA",Peter Jackson,180000000,303003568,1017003568,3594015073.0,5719769480.25,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2572,2572,"[18, 35]",tt1132449,"[1785, 7262, 10146]",Lay the Favorite,2012,16.197,2.2,94,"USA, UK, France",Stephen Frears,26350000,20998,1577272,59505697.0,487372037.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2574,2574,"[53, 18, 36]",tt1790885,"[5, 13184, 20344]",Zero Dark Thirty,2012,16.197,2.2,157,"USA, United Arab Emirates",Kathryn Bigelow,40000000,95720716,132820716,206759426.0,6537969507.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2575,2575,[35],tt1694020,"[4, 6277]",The Guilt Trip,2012,16.197,2.2,95,USA,Anne Fletcher,40000000,37134215,41863726,591832092.0,14204701456.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2576,2576,"[80, 18, 53]",tt0790724,"[4, 762, 6277, 21777]",Jack Reacher,2012,16.197,2.2,130,USA,Christopher McQuarrie,60000000,80070736,218340595,13200972.0,7642038616.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2577,2577,"[18, 37]",tt1853728,"[5, 308]",Django Unchained,2012,16.197,2.2,165,USA,Quentin Tarantino,100000000,162805434,425368238,911226195.0,10681235739.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2578,2578,[35],tt1758830,[10105],This Is 40,2012,16.197,2.2,134,USA,Judd Apatow,35000000,67544505,88058786,468040398.0,1688879788.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2579,2579,"[53, 18]",tt1649419,"[491, 2674, 8111, 9335, 9974, 18309, 21632, 53490, 53491]",Lo imposible,2012,16.197,2.2,114,"Spain, USA",J.A. Bayona,45000000,19019882,198087212,1.0,544764712.2222222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2580,2580,"[18, 10402, 10749]",tt1707386,"[33, 7295, 7923, 10163]",Les MisĂ„â€šĂ‚Â©rables,2012,16.197,2.2,158,"UK, USA",Tom Hooper,61000000,148809770,441809770,414242458.0,11558265287.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2581,2581,[18],tt1230215,[838],Not Fade Away,2012,16.197,2.2,112,USA,David Chase,20000000,610792,636399,1.0,598491942.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2582,2582,[35],tt1047540,"[306, 444, 6332, 7076, 10221, 48638]",Parental Guidance,2012,16.197,2.2,105,USA,Andy Fickman,25000000,77267296,119772232,343467599.0,7681940782.833333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2583,2583,[18],tt2091473,"[6735, 6736, 10146, 29311, 29312, 29313]",Promised Land,2012,16.197,2.2,106,"USA, United Arab Emirates",Gus Van Sant,15000000,7597898,8138788,431554986.0,459908584.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2584,2584,"[53, 80, 18]",tt1491044,"[1872, 10254]",The Iceman,2012,16.197,2.2,106,USA,Ariel Vromen,10000000,1969193,4552970,1.0,424134389.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2585,2585,"[53, 28, 878, 27, 9648]",tt1659343,"[2982, 21897, 23423]",Universal Soldier: Day of Reckoning,2012,16.197,2.2,114,USA,John Hyams,11500000,5460,369179,1.0,102585830.33333333,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
2586,2586,"[18, 80]",tt2101441,"[8924, 14036, 14531, 14718, 15231, 17719, 26676, 78780]",Spring Breakers,2012,16.197,2.2,94,"USA, France",Harmony Korine,5000000,14124284,31724284,1.0,139685001.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2587,2587,"[18, 80]",tt1817273,"[737, 8600, 22632]",The Place Beyond the Pines,2012,16.197,2.2,140,USA,Derek Cianfrance,15000000,21403519,35485608,12903649.0,95270151.33333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2588,2588,"[18, 53]",tt1433811,"[1632, 8533, 10285, 11140, 11448]",Disconnect,2012,16.197,2.2,115,USA,Henry Alex Rubin,10000000,1436900,3428048,1.0,386189745.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2589,2589,[18],tt1935179,"[7493, 10892]",Mud,2012,16.197,2.2,130,USA,Jeff Nichols,10000000,21590086,32613173,3099314.0,237490628.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2590,2590,[18],tt1945062,"[16042, 21608]",About Cherry,2012,16.197,2.2,98,USA,Stephen Elliott,2500000,3003,8315,1.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2591,2591,"[27, 53]",tt1731697,"[2514, 3172, 7437, 7625, 21742]",The Lords of Salem,2012,16.197,2.2,101,"USA, UK, Canada",Rob Zombie,1500000,1165882,1544989,136504920.0,178252652.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2592,2592,[27],tt2103217,"[1992, 2577, 5358, 10611]",Maniac,2012,16.197,2.2,89,"France, USA",Franck Khalfoun,6000000,31081,2631275,7766240.0,596944355.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2593,2593,[18],tt1932767,"[3086, 5113, 6691, 14037, 16945, 16946, 16947]",What Maisie Knew,2012,16.197,2.2,99,USA,"Scott McGehee, David Siegel",6000000,1066471,2711379,6856989.0,29596242.285714287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2594,2594,[35],tt1663143,"[4, 2348, 10039, 13204]",Fun Size,2012,16.197,2.2,86,USA,Josh Schwartz,14000000,9409538,11417362,1.0,7522115359.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2595,2595,"[35, 18]",tt1885300,[16947],Best Man Down,2012,16.197,2.2,89,USA,Ted Koland,1500000,1938,1938,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2596,2596,"[27, 53]",tt1763264,"[7396, 10339, 22305, 22306]",No One Lives,2012,16.197,2.2,86,"USA, UK",RyĂ„â€šĂ‚Â»hei Kitamura,2900000,74918,1048704,3533227.0,44412698.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2597,2597,"[27, 35, 10749]",tt1588173,[491],Warm Bodies,2013,16.495,1.8,98,"USA, Canada",Jonathan Levine,35000000,66380662,116980662,42363252.0,6127436131.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2598,2598,"[27, 53]",tt1572315,"[925, 6644]",Texas Chainsaw 3D,2013,16.495,1.8,92,USA,John Luessenhop,20000000,34341945,47241945,80205382.0,304394996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2599,2599,"[80, 18, 28, 53]",tt1321870,"[79, 2723, 6194, 8057]",Gangster Squad,2013,16.495,1.8,113,USA,Ruben Fleischer,60000000,46000903,105200903,142939520.0,13284732144.25,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2600,2600,"[35, 27]",tt2243537,"[1205, 1608, 7437, 10427]",A Haunted House,2013,16.495,1.8,86,USA,Michael Tiddes,2500000,40041683,60141683,1.0,349875432.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2601,2601,"[18, 878]",tt2084989,[44640],Upstream Color,2013,16.495,1.8,96,USA,Shane Carruth,50000,444098,587174,545436.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2602,2602,"[53, 80, 18]",tt1235522,"[508, 7415, 8532, 8537, 10104, 10405, 11030, 22146, 25790]",Broken City,2013,16.495,1.8,109,USA,Allen Hughes,35000000,19701164,34737199,1.0,1105147367.8888888,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2603,2603,[35],tt1333125,"[2150, 7295, 8852, 8890, 8891]",Movie 43,2013,16.495,1.8,94,USA,"Elizabeth Banks, Steven Brill",6000000,8840453,32443111,1.0,2735542052.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2604,2604,"[28, 80]",tt1904996,[2902],Parker,2013,16.495,1.8,118,USA,Taylor Hackford,35000000,17616641,46216641,276916036.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2605,2605,"[14, 27, 28]",tt1428538,"[4, 264, 746, 4740, 8411, 11238]",Hansel & Gretel: Witch Hunters,2013,16.495,1.8,88,"Germany, USA",Tommy Wirkola,50000000,55703475,226349749,1.0,6340261993.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2606,2606,"[18, 53]",tt1869716,[1645],The East,2013,16.495,1.8,116,"UK, USA",Zal Batmanglij,6500000,2301839,2401510,1.0,3642575484.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2607,2607,"[53, 80, 18]",tt2053463,"[435, 1205, 6292, 10427]",Side Effects,2013,16.495,1.8,106,USA,Steven Soderbergh,30000000,32172757,63372757,2087820243.0,1188343802.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2608,2608,"[35, 80]",tt2024432,"[4403, 37361, 37362]",Identity Thief,2013,16.495,1.8,111,USA,Seth Gordon,35000000,134506920,173965010,373572256.0,118006415.33333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2609,2609,"[14, 18, 10749]",tt1559547,"[1088, 6194, 32184, 36390]",Beautiful Creatures,2013,16.495,1.8,124,USA,Richard LaGravenese,60000000,19452138,60052138,215536379.0,10861989343.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2610,2610,"[28, 53]",tt1606378,"[290, 306, 444, 2735, 10893, 12292, 22213, 34396, 34397]",A Good Day to Die Hard,2013,16.495,1.8,98,"USA, Russia, Hungary",John Moore,92000000,67349198,304654182,331255284.0,5697300774.444445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2611,2611,[35],tt1711425,"[7295, 8852, 10227, 52337]",21 & Over,2013,16.495,1.8,93,USA,"Jon Lucas, Scott Moore",13000000,25682380,48065672,1.0,3592174941.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2612,2612,[10749],tt1702439,"[722, 7295]",Safe Haven,2013,16.495,1.8,115,USA,Lasse HallstrĂ„â€šĂ‚Â¶m,28000000,71349120,97594140,396645652.0,6597295151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2613,2613,"[16, 35, 12, 10751, 878]",tt0765446,"[2213, 5024, 7289]",Escape from Planet Earth,2013,16.495,1.8,89,"USA, Canada",Cal Brunker,40000000,57012977,74939189,1.0,7979290.333333333,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2614,2614,"[10749, 18]",tt2209418,"[58, 97, 11510, 19246, 20313]",Before Midnight,2013,16.495,1.8,109,"USA, Greece",Richard Linklater,3000000,8114627,11176469,226087729.0,503400221.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2615,2615,"[53, 18]",tt0882977,"[1450, 6735, 6736, 11448, 14739]",Snitch,2013,16.495,1.8,112,"USA, United Arab Emirates, UK",Ric Roman Waugh,15000000,42930462,57824674,1.0,499573069.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
